method,scenario,ordered_pair_label,n_rows,metric_spearman_mean,metric_spearman_median,latent_spearman_mean,delta_spearman_mean,model_beats_metric_rate
raw_chamfer,rotation,remesh__to__original,1,0.610678,0.610678,0.737116,0.126438,1.0
raw_chamfer,rotation,remesh__to__up60k,1,0.491883,0.491883,0.75848,0.266597,1.0
raw_chamfer,rotation,up60k__to__crop,1,0.057121,0.057121,0.681754,0.624633,1.0
raw_chamfer,rotation,up60k__to__down8k,1,0.533055,0.533055,0.753765,0.22071,1.0
raw_chamfer,rotation,up60k__to__noisy,1,0.576295,0.576295,0.763299,0.187004,1.0
raw_chamfer,rotation,up60k__to__original,1,0.52921,0.52921,0.75193,0.22272,1.0
raw_chamfer,rotation,up60k__to__remesh,1,0.542037,0.542037,0.750684,0.208647,1.0
raw_chamfer,translation,crop__to__down8k,1,-0.092306,-0.092306,0.652952,0.745258,1.0
raw_chamfer,translation,crop__to__noisy,1,-0.040296,-0.040296,0.730969,0.771266,1.0
raw_chamfer,translation,crop__to__original,1,-0.03346,-0.03346,0.753804,0.787264,1.0
raw_chamfer,translation,crop__to__remesh,1,0.005154,0.005154,0.647374,0.642219,1.0
raw_chamfer,translation,crop__to__up60k,1,-0.069297,-0.069297,0.672027,0.741324,1.0
raw_chamfer,translation,down8k__to__crop,1,0.03358,0.03358,0.696246,0.662665,1.0
raw_chamfer,translation,down8k__to__noisy,1,0.452615,0.452615,0.780969,0.328354,1.0
raw_chamfer,translation,down8k__to__original,1,0.401637,0.401637,0.77829,0.376654,1.0
raw_chamfer,translation,down8k__to__remesh,1,0.415417,0.415417,0.78601,0.370593,1.0
raw_chamfer,translation,down8k__to__up60k,1,0.59768,0.59768,0.788536,0.190856,1.0
raw_chamfer,translation,noisy__to__crop,1,0.084034,0.084034,0.741261,0.657228,1.0
raw_chamfer,translation,noisy__to__down8k,1,0.302419,0.302419,0.757893,0.455474,1.0
raw_chamfer,translation,noisy__to__original,1,0.646274,0.646274,0.809157,0.162883,1.0
raw_chamfer,translation,noisy__to__remesh,1,0.571416,0.571416,0.754258,0.182842,1.0
raw_chamfer,translation,noisy__to__up60k,1,0.483797,0.483797,0.768324,0.284527,1.0
raw_chamfer,translation,original__to__crop,1,0.090111,0.090111,0.763991,0.67388,1.0
raw_chamfer,translation,original__to__down8k,1,0.239275,0.239275,0.759046,0.519771,1.0
raw_chamfer,translation,original__to__noisy,1,0.613381,0.613381,0.813597,0.200216,1.0
raw_chamfer,translation,original__to__remesh,1,0.546077,0.546077,0.752987,0.20691,1.0
raw_chamfer,translation,original__to__up60k,1,0.416535,0.416535,0.770744,0.354209,1.0
raw_chamfer,translation,remesh__to__crop,1,0.107728,0.107728,0.685283,0.577555,1.0
raw_chamfer,translation,remesh__to__down8k,1,0.325749,0.325749,0.785706,0.459957,1.0
raw_chamfer,translation,remesh__to__noisy,1,0.607444,0.607444,0.773317,0.165873,1.0
raw_chamfer,translation,remesh__to__original,1,0.618655,0.618655,0.766847,0.148192,1.0
raw_chamfer,translation,remesh__to__up60k,1,0.530668,0.530668,0.787645,0.256978,1.0
raw_chamfer,translation,up60k__to__crop,1,0.064728,0.064728,0.703184,0.638455,1.0
raw_chamfer,translation,up60k__to__down8k,1,0.546341,0.546341,0.784226,0.237885,1.0
raw_chamfer,translation,up60k__to__noisy,1,0.58214,0.58214,0.785905,0.203765,1.0
raw_chamfer,translation,up60k__to__original,1,0.538395,0.538395,0.782905,0.24451,1.0
raw_chamfer,translation,up60k__to__remesh,1,0.561906,0.561906,0.785714,0.223807,1.0
rigid_chamfer,clean,crop__to__down8k,1,-0.076103,-0.076103,0.667637,0.74374,1.0
rigid_chamfer,clean,crop__to__noisy,1,-0.030209,-0.030209,0.736932,0.767142,1.0
rigid_chamfer,clean,crop__to__original,1,-0.023283,-0.023283,0.759814,0.783097,1.0
rigid_chamfer,clean,crop__to__remesh,1,0.043235,0.043235,0.658349,0.615114,1.0
rigid_chamfer,clean,crop__to__up60k,1,-0.035388,-0.035388,0.686665,0.722053,1.0
rigid_chamfer,clean,down8k__to__crop,1,0.038502,0.038502,0.692248,0.653746,1.0
rigid_chamfer,clean,down8k__to__noisy,1,0.471,0.471,0.793218,0.322218,1.0
rigid_chamfer,clean,down8k__to__original,1,0.439489,0.439489,0.780879,0.34139,1.0
rigid_chamfer,clean,down8k__to__remesh,1,0.336958,0.336958,0.795255,0.458298,1.0
rigid_chamfer,clean,down8k__to__up60k,1,0.500744,0.500744,0.803707,0.302963,1.0
rigid_chamfer,clean,noisy__to__crop,1,0.069035,0.069035,0.747472,0.678437,1.0
rigid_chamfer,clean,noisy__to__down8k,1,0.364559,0.364559,0.779347,0.414788,1.0
rigid_chamfer,clean,noisy__to__original,1,0.549367,0.549367,0.820523,0.271157,1.0
rigid_chamfer,clean,noisy__to__remesh,1,0.473194,0.473194,0.770576,0.297382,1.0
rigid_chamfer,clean,noisy__to__up60k,1,0.497886,0.497886,0.790981,0.293095,1.0
rigid_chamfer,clean,original__to__crop,1,0.090071,0.090071,0.770836,0.680764,1.0
rigid_chamfer,clean,original__to__down8k,1,0.318781,0.318781,0.772341,0.45356,1.0
rigid_chamfer,clean,original__to__noisy,1,0.523157,0.523157,0.822388,0.299231,1.0
rigid_chamfer,clean,original__to__remesh,1,0.480731,0.480731,0.761843,0.281112,1.0
rigid_chamfer,clean,original__to__up60k,1,0.48751,0.48751,0.786672,0.299162,1.0
rigid_chamfer,clean,remesh__to__crop,1,0.120767,0.120767,0.684899,0.564132,1.0
rigid_chamfer,clean,remesh__to__down8k,1,0.211193,0.211193,0.795735,0.584542,1.0
rigid_chamfer,clean,remesh__to__noisy,1,0.426696,0.426696,0.784484,0.357788,1.0
rigid_chamfer,clean,remesh__to__original,1,0.46822,0.46822,0.770669,0.30245,1.0
rigid_chamfer,clean,remesh__to__up60k,1,0.395982,0.395982,0.805621,0.409639,1.0
rigid_chamfer,clean,up60k__to__crop,1,0.061775,0.061775,0.70522,0.643445,1.0
rigid_chamfer,clean,up60k__to__down8k,1,0.449872,0.449872,0.798419,0.348547,1.0
rigid_chamfer,clean,up60k__to__noisy,1,0.552398,0.552398,0.797932,0.245534,1.0
rigid_chamfer,clean,up60k__to__original,1,0.536043,0.536043,0.788413,0.252371,1.0
rigid_chamfer,clean,up60k__to__remesh,1,0.453599,0.453599,0.800763,0.347164,1.0
rigid_chamfer,jitter,crop__to__down8k,1,-0.08408,-0.08408,0.585308,0.669388,1.0
rigid_chamfer,jitter,crop__to__noisy,1,-0.047474,-0.047474,0.656367,0.703841,1.0
rigid_chamfer,jitter,crop__to__original,1,-0.037919,-0.037919,0.686659,0.724578,1.0
rigid_chamfer,jitter,crop__to__remesh,1,-0.012533,-0.012533,0.563534,0.576067,1.0
rigid_chamfer,jitter,crop__to__up60k,1,-0.058895,-0.058895,0.627666,0.686561,1.0
rigid_chamfer,jitter,down8k__to__crop,1,0.03463,0.03463,0.608533,0.573903,1.0
rigid_chamfer,jitter,down8k__to__noisy,1,0.420952,0.420952,0.692082,0.27113,1.0
rigid_chamfer,jitter,down8k__to__original,1,0.392983,0.392983,0.710318,0.317335,1.0
rigid_chamfer,jitter,down8k__to__remesh,1,0.331918,0.331918,0.700946,0.369028,1.0
rigid_chamfer,jitter,down8k__to__up60k,1,0.466884,0.466884,0.732286,0.265402,1.0
rigid_chamfer,jitter,noisy__to__crop,1,0.07939,0.07939,0.673984,0.594593,1.0
rigid_chamfer,jitter,noisy__to__down8k,1,0.295876,0.295876,0.684142,0.388265,1.0
rigid_chamfer,jitter,noisy__to__original,1,0.519105,0.519105,0.754559,0.235454,1.0
rigid_chamfer,jitter,noisy__to__remesh,1,0.427139,0.427139,0.667592,0.240453,1.0
rigid_chamfer,jitter,noisy__to__up60k,1,0.415589,0.415589,0.718296,0.302707,1.0
rigid_chamfer,jitter,original__to__crop,1,0.088141,0.088141,0.70845,0.620309,1.0
rigid_chamfer,jitter,original__to__down8k,1,0.244654,0.244654,0.68905,0.444396,1.0
rigid_chamfer,jitter,original__to__noisy,1,0.48533,0.48533,0.756498,0.271168,1.0
rigid_chamfer,jitter,original__to__remesh,1,0.432585,0.432585,0.673952,0.241367,1.0
rigid_chamfer,jitter,original__to__up60k,1,0.386559,0.386559,0.731994,0.345435,1.0
rigid_chamfer,jitter,remesh__to__crop,1,0.119433,0.119433,0.609802,0.490369,1.0
rigid_chamfer,jitter,remesh__to__down8k,1,0.252133,0.252133,0.716177,0.464044,1.0
rigid_chamfer,jitter,remesh__to__noisy,1,0.428697,0.428697,0.69287,0.264173,1.0
rigid_chamfer,jitter,remesh__to__original,1,0.461288,0.461288,0.709636,0.248347,1.0
rigid_chamfer,jitter,remesh__to__up60k,1,0.411044,0.411044,0.754749,0.343705,1.0
rigid_chamfer,jitter,up60k__to__crop,1,0.072557,0.072557,0.641056,0.568499,1.0
rigid_chamfer,jitter,up60k__to__down8k,1,0.382573,0.382573,0.718561,0.335988,1.0
rigid_chamfer,jitter,up60k__to__noisy,1,0.488689,0.488689,0.725033,0.236344,1.0
rigid_chamfer,jitter,up60k__to__original,1,0.485188,0.485188,0.742174,0.256987,1.0
rigid_chamfer,jitter,up60k__to__remesh,1,0.457238,0.457238,0.729244,0.272006,1.0
rigid_chamfer,mixed,crop__to__down8k,1,-0.086745,-0.086745,0.577439,0.664184,1.0
rigid_chamfer,mixed,crop__to__noisy,1,-0.053863,-0.053863,0.651342,0.705204,1.0
rigid_chamfer,mixed,crop__to__original,1,-0.030251,-0.030251,0.665837,0.696089,1.0
rigid_chamfer,mixed,crop__to__remesh,1,-0.006209,-0.006209,0.539709,0.545918,1.0
rigid_chamfer,mixed,crop__to__up60k,1,-0.059523,-0.059523,0.588944,0.648467,1.0
rigid_chamfer,mixed,down8k__to__crop,1,0.027357,0.027357,0.612455,0.585098,1.0
rigid_chamfer,mixed,down8k__to__noisy,1,0.401486,0.401486,0.717819,0.316333,1.0
rigid_chamfer,mixed,down8k__to__original,1,0.374594,0.374594,0.702025,0.327431,1.0
rigid_chamfer,mixed,down8k__to__remesh,1,0.320224,0.320224,0.696967,0.376742,1.0
rigid_chamfer,mixed,down8k__to__up60k,1,0.460305,0.460305,0.726479,0.266174,1.0
rigid_chamfer,mixed,noisy__to__crop,1,0.083795,0.083795,0.680382,0.596587,1.0
rigid_chamfer,mixed,noisy__to__down8k,1,0.280165,0.280165,0.69149,0.411324,1.0
rigid_chamfer,mixed,noisy__to__original,1,0.508763,0.508763,0.755781,0.247018,1.0
rigid_chamfer,mixed,noisy__to__remesh,1,0.400082,0.400082,0.664542,0.26446,1.0
rigid_chamfer,mixed,noisy__to__up60k,1,0.40965,0.40965,0.717892,0.308241,1.0
rigid_chamfer,mixed,original__to__crop,1,0.08767,0.08767,0.677128,0.589459,1.0
rigid_chamfer,mixed,original__to__down8k,1,0.244573,0.244573,0.685209,0.440636,1.0
rigid_chamfer,mixed,original__to__noisy,1,0.479329,0.479329,0.755198,0.275869,1.0
rigid_chamfer,mixed,original__to__remesh,1,0.401039,0.401039,0.673802,0.272762,1.0
rigid_chamfer,mixed,original__to__up60k,1,0.386397,0.386397,0.720967,0.33457,1.0
rigid_chamfer,mixed,remesh__to__crop,1,0.103731,0.103731,0.577727,0.473995,1.0
rigid_chamfer,mixed,remesh__to__down8k,1,0.230977,0.230977,0.690387,0.45941,1.0
rigid_chamfer,mixed,remesh__to__noisy,1,0.415712,0.415712,0.685987,0.270275,1.0
rigid_chamfer,mixed,remesh__to__original,1,0.425927,0.425927,0.670808,0.244881,1.0
rigid_chamfer,mixed,remesh__to__up60k,1,0.396021,0.396021,0.728187,0.332167,1.0
rigid_chamfer,mixed,up60k__to__crop,1,0.069023,0.069023,0.608724,0.539701,1.0
rigid_chamfer,mixed,up60k__to__down8k,1,0.378147,0.378147,0.692304,0.314157,1.0
rigid_chamfer,mixed,up60k__to__noisy,1,0.476832,0.476832,0.723521,0.246689,1.0
rigid_chamfer,mixed,up60k__to__original,1,0.465086,0.465086,0.707648,0.242561,1.0
rigid_chamfer,mixed,up60k__to__remesh,1,0.436232,0.436232,0.710397,0.274164,1.0
rigid_chamfer,rotation,crop__to__down8k,1,-0.086903,-0.086903,0.6663,0.753203,1.0
rigid_chamfer,rotation,crop__to__noisy,1,-0.033682,-0.033682,0.729515,0.763197,1.0
rigid_chamfer,rotation,crop__to__original,1,-0.022824,-0.022824,0.757893,0.780717,1.0
rigid_chamfer,rotation,crop__to__remesh,1,0.043082,0.043082,0.651691,0.608609,1.0
rigid_chamfer,rotation,crop__to__up60k,1,-0.052725,-0.052725,0.675438,0.728163,1.0
rigid_chamfer,rotation,down8k__to__crop,1,0.027433,0.027433,0.6951,0.667667,1.0
rigid_chamfer,rotation,down8k__to__noisy,1,0.472071,0.472071,0.788279,0.316208,1.0
rigid_chamfer,rotation,down8k__to__original,1,0.442856,0.442856,0.775735,0.332878,1.0
rigid_chamfer,rotation,down8k__to__remesh,1,0.336883,0.336883,0.781368,0.444485,1.0
rigid_chamfer,rotation,down8k__to__up60k,1,0.504185,0.504185,0.788502,0.284317,1.0
rigid_chamfer,rotation,noisy__to__crop,1,0.06545,0.06545,0.747052,0.681602,1.0
rigid_chamfer,rotation,noisy__to__down8k,1,0.358536,0.358536,0.771979,0.413443,1.0
rigid_chamfer,rotation,noisy__to__original,1,0.54923,0.54923,0.815636,0.266406,1.0
rigid_chamfer,rotation,noisy__to__remesh,1,0.474837,0.474837,0.760151,0.285314,1.0
rigid_chamfer,rotation,noisy__to__up60k,1,0.496457,0.496457,0.777942,0.281485,1.0
rigid_chamfer,rotation,original__to__crop,1,0.088811,0.088811,0.775261,0.68645,1.0
rigid_chamfer,rotation,original__to__down8k,1,0.321818,0.321818,0.770628,0.44881,1.0
rigid_chamfer,rotation,original__to__noisy,1,0.525914,0.525914,0.820468,0.294554,1.0
rigid_chamfer,rotation,original__to__remesh,1,0.484735,0.484735,0.757792,0.273056,1.0
rigid_chamfer,rotation,original__to__up60k,1,0.476272,0.476272,0.779443,0.303171,1.0
rigid_chamfer,rotation,remesh__to__crop,1,0.119423,0.119423,0.681988,0.562565,1.0
rigid_chamfer,rotation,remesh__to__down8k,1,0.213738,0.213738,0.784779,0.571041,1.0
rigid_chamfer,rotation,remesh__to__noisy,1,0.433757,0.433757,0.775476,0.341719,1.0
rigid_chamfer,rotation,remesh__to__original,1,0.471723,0.471723,0.761318,0.289595,1.0
rigid_chamfer,rotation,remesh__to__up60k,1,0.391161,0.391161,0.789653,0.398492,1.0
rigid_chamfer,rotation,up60k__to__crop,1,0.059131,0.059131,0.700078,0.640947,1.0
rigid_chamfer,rotation,up60k__to__down8k,1,0.447065,0.447065,0.785523,0.338458,1.0
rigid_chamfer,rotation,up60k__to__noisy,1,0.55119,0.55119,0.787786,0.236596,1.0
rigid_chamfer,rotation,up60k__to__original,1,0.536812,0.536812,0.778567,0.241755,1.0
rigid_chamfer,rotation,up60k__to__remesh,1,0.454793,0.454793,0.783964,0.329171,1.0
rigid_chamfer,translation,crop__to__down8k,1,-0.076499,-0.076499,0.661679,0.738178,1.0
rigid_chamfer,translation,crop__to__noisy,1,-0.02628,-0.02628,0.736755,0.763035,1.0
rigid_chamfer,translation,crop__to__original,1,-0.025271,-0.025271,0.759946,0.785217,1.0
rigid_chamfer,translation,crop__to__remesh,1,0.043703,0.043703,0.65396,0.610257,1.0
rigid_chamfer,translation,crop__to__up60k,1,-0.037173,-0.037173,0.680596,0.717769,1.0
rigid_chamfer,translation,down8k__to__crop,1,0.033073,0.033073,0.696834,0.663761,1.0
rigid_chamfer,translation,down8k__to__noisy,1,0.465385,0.465385,0.790552,0.325167,1.0
rigid_chamfer,translation,down8k__to__original,1,0.439101,0.439101,0.783585,0.344484,1.0
rigid_chamfer,translation,down8k__to__remesh,1,0.33112,0.33112,0.79336,0.462239,1.0
rigid_chamfer,translation,down8k__to__up60k,1,0.498313,0.498313,0.798981,0.300668,1.0
rigid_chamfer,translation,noisy__to__crop,1,0.071027,0.071027,0.747058,0.676031,1.0
rigid_chamfer,translation,noisy__to__down8k,1,0.362,0.362,0.771426,0.409426,1.0
rigid_chamfer,translation,noisy__to__original,1,0.548822,0.548822,0.817885,0.269063,1.0
rigid_chamfer,translation,noisy__to__remesh,1,0.466018,0.466018,0.76439,0.298372,1.0
rigid_chamfer,translation,noisy__to__up60k,1,0.497639,0.497639,0.781858,0.284219,1.0
rigid_chamfer,translation,original__to__crop,1,0.087867,0.087867,0.769881,0.682014,1.0
rigid_chamfer,translation,original__to__down8k,1,0.321241,0.321241,0.768759,0.447519,1.0
rigid_chamfer,translation,original__to__noisy,1,0.52189,0.52189,0.820942,0.299052,1.0
rigid_chamfer,translation,original__to__remesh,1,0.478981,0.478981,0.759596,0.280615,1.0
rigid_chamfer,translation,original__to__up60k,1,0.476182,0.476182,0.78131,0.305128,1.0
rigid_chamfer,translation,remesh__to__crop,1,0.11836,0.11836,0.686326,0.567967,1.0
rigid_chamfer,translation,remesh__to__down8k,1,0.210125,0.210125,0.79284,0.582715,1.0
rigid_chamfer,translation,remesh__to__noisy,1,0.426076,0.426076,0.780639,0.354563,1.0
rigid_chamfer,translation,remesh__to__original,1,0.471297,0.471297,0.771328,0.300031,1.0
rigid_chamfer,translation,remesh__to__up60k,1,0.398962,0.398962,0.798317,0.399355,1.0
rigid_chamfer,translation,up60k__to__crop,1,0.058845,0.058845,0.706223,0.647379,1.0
rigid_chamfer,translation,up60k__to__down8k,1,0.447555,0.447555,0.794037,0.346482,1.0
rigid_chamfer,translation,up60k__to__noisy,1,0.55685,0.55685,0.794174,0.237324,1.0
rigid_chamfer,translation,up60k__to__original,1,0.534501,0.534501,0.788932,0.254431,1.0
rigid_chamfer,translation,up60k__to__remesh,1,0.45544,0.45544,0.7948,0.33936,1.0
rigid_cpd_chamfer,clean,crop__to__down8k,1,0.016236,0.016236,0.667637,0.651401,1.0
rigid_cpd_chamfer,clean,crop__to__noisy,1,0.005136,0.005136,0.736932,0.731796,1.0
rigid_cpd_chamfer,clean,crop__to__original,1,0.056894,0.056894,0.759814,0.70292,1.0
rigid_cpd_chamfer,clean,crop__to__remesh,1,0.023699,0.023699,0.658349,0.63465,1.0
rigid_cpd_chamfer,clean,crop__to__up60k,1,0.002994,0.002994,0.686665,0.683672,1.0
rigid_cpd_chamfer,clean,down8k__to__crop,1,-0.025937,-0.025937,0.692248,0.718185,1.0
rigid_cpd_chamfer,clean,down8k__to__noisy,1,-0.017696,-0.017696,0.793218,0.810913,1.0
rigid_cpd_chamfer,clean,down8k__to__original,1,-0.012071,-0.012071,0.780879,0.79295,1.0
rigid_cpd_chamfer,clean,down8k__to__remesh,1,-0.037055,-0.037055,0.795255,0.83231,1.0
rigid_cpd_chamfer,clean,down8k__to__up60k,1,-0.015462,-0.015462,0.803707,0.819169,1.0
rigid_cpd_chamfer,clean,noisy__to__crop,1,0.012536,0.012536,0.747472,0.734936,1.0
rigid_cpd_chamfer,clean,noisy__to__down8k,1,0.012251,0.012251,0.779347,0.767096,1.0
rigid_cpd_chamfer,clean,noisy__to__original,1,0.015824,0.015824,0.820523,0.804699,1.0
rigid_cpd_chamfer,clean,noisy__to__remesh,1,-0.002791,-0.002791,0.770576,0.773367,1.0
rigid_cpd_chamfer,clean,noisy__to__up60k,1,0.012052,0.012052,0.790981,0.778929,1.0
rigid_cpd_chamfer,clean,original__to__crop,1,-0.001945,-0.001945,0.770836,0.77278,1.0
rigid_cpd_chamfer,clean,original__to__down8k,1,0.006626,0.006626,0.772341,0.765715,1.0
rigid_cpd_chamfer,clean,original__to__noisy,1,0.001133,0.001133,0.822388,0.821255,1.0
rigid_cpd_chamfer,clean,original__to__remesh,1,0.007074,0.007074,0.761843,0.754769,1.0
rigid_cpd_chamfer,clean,original__to__up60k,1,0.035362,0.035362,0.786672,0.75131,1.0
rigid_cpd_chamfer,clean,remesh__to__crop,1,0.027299,0.027299,0.684899,0.6576,1.0
rigid_cpd_chamfer,clean,remesh__to__down8k,1,-0.008166,-0.008166,0.795735,0.8039,1.0
rigid_cpd_chamfer,clean,remesh__to__noisy,1,-0.006728,-0.006728,0.784484,0.791212,1.0
rigid_cpd_chamfer,clean,remesh__to__original,1,0.045456,0.045456,0.770669,0.725213,1.0
rigid_cpd_chamfer,clean,remesh__to__up60k,1,0.035995,0.035995,0.805621,0.769626,1.0
rigid_cpd_chamfer,clean,up60k__to__crop,1,0.036114,0.036114,0.70522,0.669106,1.0
rigid_cpd_chamfer,clean,up60k__to__down8k,1,0.043993,0.043993,0.798419,0.754426,1.0
rigid_cpd_chamfer,clean,up60k__to__noisy,1,0.022616,0.022616,0.797932,0.775315,1.0
rigid_cpd_chamfer,clean,up60k__to__original,1,0.039411,0.039411,0.788413,0.749002,1.0
rigid_cpd_chamfer,clean,up60k__to__remesh,1,-0.000332,-0.000332,0.800763,0.801095,1.0
rigid_cpd_chamfer,jitter,crop__to__down8k,1,0.034821,0.034821,0.585308,0.550487,1.0
rigid_cpd_chamfer,jitter,crop__to__noisy,1,-0.011718,-0.011718,0.656367,0.668085,1.0
rigid_cpd_chamfer,jitter,crop__to__original,1,0.02878,0.02878,0.686659,0.657878,1.0
rigid_cpd_chamfer,jitter,crop__to__remesh,1,0.028777,0.028777,0.563534,0.534757,1.0
rigid_cpd_chamfer,jitter,crop__to__up60k,1,0.01102,0.01102,0.627666,0.616646,1.0
rigid_cpd_chamfer,jitter,down8k__to__crop,1,0.001142,0.001142,0.608533,0.607391,1.0
rigid_cpd_chamfer,jitter,down8k__to__noisy,1,0.016908,0.016908,0.692082,0.675174,1.0
rigid_cpd_chamfer,jitter,down8k__to__original,1,0.050686,0.050686,0.710318,0.659632,1.0
rigid_cpd_chamfer,jitter,down8k__to__remesh,1,0.043476,0.043476,0.700946,0.65747,1.0
rigid_cpd_chamfer,jitter,down8k__to__up60k,1,0.034972,0.034972,0.732286,0.697314,1.0
rigid_cpd_chamfer,jitter,noisy__to__crop,1,-0.006984,-0.006984,0.673984,0.680968,1.0
rigid_cpd_chamfer,jitter,noisy__to__down8k,1,0.032281,0.032281,0.684142,0.651861,1.0
rigid_cpd_chamfer,jitter,noisy__to__original,1,0.019499,0.019499,0.754559,0.73506,1.0
rigid_cpd_chamfer,jitter,noisy__to__remesh,1,0.002539,0.002539,0.667592,0.665053,1.0
rigid_cpd_chamfer,jitter,noisy__to__up60k,1,-0.002822,-0.002822,0.718296,0.721118,1.0
rigid_cpd_chamfer,jitter,original__to__crop,1,-0.056172,-0.056172,0.70845,0.764622,1.0
rigid_cpd_chamfer,jitter,original__to__down8k,1,0.010993,0.010993,0.68905,0.678057,1.0
rigid_cpd_chamfer,jitter,original__to__noisy,1,-0.02004,-0.02004,0.756498,0.776537,1.0
rigid_cpd_chamfer,jitter,original__to__remesh,1,-0.014242,-0.014242,0.673952,0.688194,1.0
rigid_cpd_chamfer,jitter,original__to__up60k,1,0.005334,0.005334,0.731994,0.726661,1.0
rigid_cpd_chamfer,jitter,remesh__to__crop,1,-0.026908,-0.026908,0.609802,0.63671,1.0
rigid_cpd_chamfer,jitter,remesh__to__down8k,1,0.00785,0.00785,0.716177,0.708327,1.0
rigid_cpd_chamfer,jitter,remesh__to__noisy,1,-0.000152,-0.000152,0.69287,0.693022,1.0
rigid_cpd_chamfer,jitter,remesh__to__original,1,-0.00405,-0.00405,0.709636,0.713686,1.0
rigid_cpd_chamfer,jitter,remesh__to__up60k,1,-0.00554,-0.00554,0.754749,0.760289,1.0
rigid_cpd_chamfer,jitter,up60k__to__crop,1,-0.01604,-0.01604,0.641056,0.657095,1.0
rigid_cpd_chamfer,jitter,up60k__to__down8k,1,0.05451,0.05451,0.718561,0.664051,1.0
rigid_cpd_chamfer,jitter,up60k__to__noisy,1,0.021927,0.021927,0.725034,0.703107,1.0
rigid_cpd_chamfer,jitter,up60k__to__original,1,0.04184,0.04184,0.742174,0.700334,1.0
rigid_cpd_chamfer,jitter,up60k__to__remesh,1,0.040371,0.040371,0.729244,0.688872,1.0
rigid_cpd_chamfer,mixed,crop__to__down8k,1,0.020784,0.020784,0.577439,0.556655,1.0
rigid_cpd_chamfer,mixed,crop__to__noisy,1,0.000584,0.000584,0.651342,0.650758,1.0
rigid_cpd_chamfer,mixed,crop__to__original,1,0.017944,0.017944,0.665837,0.647893,1.0
rigid_cpd_chamfer,mixed,crop__to__remesh,1,0.026326,0.026326,0.539709,0.513383,1.0
rigid_cpd_chamfer,mixed,crop__to__up60k,1,0.016344,0.016344,0.588944,0.5726,1.0
rigid_cpd_chamfer,mixed,down8k__to__crop,1,0.00122,0.00122,0.612455,0.611235,1.0
rigid_cpd_chamfer,mixed,down8k__to__noisy,1,-0.008452,-0.008452,0.717819,0.726271,1.0
rigid_cpd_chamfer,mixed,down8k__to__original,1,-0.023053,-0.023053,0.702025,0.725079,1.0
rigid_cpd_chamfer,mixed,down8k__to__remesh,1,-0.011167,-0.011167,0.696967,0.708133,1.0
rigid_cpd_chamfer,mixed,down8k__to__up60k,1,0.007765,0.007765,0.726479,0.718715,1.0
rigid_cpd_chamfer,mixed,noisy__to__crop,1,0.023269,0.023269,0.680382,0.657112,1.0
rigid_cpd_chamfer,mixed,noisy__to__down8k,1,0.015508,0.015508,0.69149,0.675982,1.0
rigid_cpd_chamfer,mixed,noisy__to__original,1,0.002325,0.002325,0.755781,0.753456,1.0
rigid_cpd_chamfer,mixed,noisy__to__remesh,1,0.018307,0.018307,0.664542,0.646236,1.0
rigid_cpd_chamfer,mixed,noisy__to__up60k,1,0.015486,0.015486,0.717892,0.702406,1.0
rigid_cpd_chamfer,mixed,original__to__crop,1,0.039467,0.039467,0.677128,0.637661,1.0
rigid_cpd_chamfer,mixed,original__to__down8k,1,0.022026,0.022026,0.685209,0.663184,1.0
rigid_cpd_chamfer,mixed,original__to__noisy,1,0.046307,0.046307,0.755198,0.708891,1.0
rigid_cpd_chamfer,mixed,original__to__remesh,1,0.037141,0.037141,0.673802,0.636661,1.0
rigid_cpd_chamfer,mixed,original__to__up60k,1,0.046839,0.046839,0.720967,0.674128,1.0
rigid_cpd_chamfer,mixed,remesh__to__crop,1,0.006115,0.006115,0.577727,0.571612,1.0
rigid_cpd_chamfer,mixed,remesh__to__down8k,1,0.0018,0.0018,0.690387,0.688586,1.0
rigid_cpd_chamfer,mixed,remesh__to__noisy,1,-0.008373,-0.008373,0.685987,0.69436,1.0
rigid_cpd_chamfer,mixed,remesh__to__original,1,-0.004814,-0.004814,0.670808,0.675622,1.0
rigid_cpd_chamfer,mixed,remesh__to__up60k,1,0.004747,0.004747,0.728187,0.723441,1.0
rigid_cpd_chamfer,mixed,up60k__to__crop,1,0.030723,0.030723,0.608724,0.578001,1.0
rigid_cpd_chamfer,mixed,up60k__to__down8k,1,0.012248,0.012248,0.692304,0.680055,1.0
rigid_cpd_chamfer,mixed,up60k__to__noisy,1,0.02516,0.02516,0.723521,0.698361,1.0
rigid_cpd_chamfer,mixed,up60k__to__original,1,0.00352,0.00352,0.707648,0.704128,1.0
rigid_cpd_chamfer,mixed,up60k__to__remesh,1,0.011537,0.011537,0.710397,0.69886,1.0
rigid_cpd_chamfer,rotation,crop__to__down8k,1,0.008908,0.008908,0.6663,0.657392,1.0
rigid_cpd_chamfer,rotation,crop__to__noisy,1,0.005872,0.005872,0.729515,0.723643,1.0
rigid_cpd_chamfer,rotation,crop__to__original,1,0.052199,0.052199,0.757893,0.705695,1.0
rigid_cpd_chamfer,rotation,crop__to__remesh,1,0.028964,0.028964,0.651691,0.622727,1.0
rigid_cpd_chamfer,rotation,crop__to__up60k,1,0.007233,0.007233,0.675438,0.668205,1.0
rigid_cpd_chamfer,rotation,down8k__to__crop,1,-0.018248,-0.018248,0.6951,0.713348,1.0
