method,F,mean_wbes,mean_error
3DDFAV2_23470_neutral,15,1.573303097534336,0.0030765356034387036
3DDFAV3_neutral,15,2.33874005590081,0.002602516930047576
Deep3DFace_23470_neutral,15,2.418804338186939,0.002543412376121333
SynergyNet_neutral,15,1.194252932531649,0.003232577212739408
INORig_23470_neutral,15,2.2908712531245143,0.0030453764443447292
