n_pairs,spearman_latent_distance,pearson_latent_distance,spearman_raw_chamfer,pearson_raw_chamfer,spearman_rigid_p2p,pearson_rigid_p2p,spearman_nicp_p2p,pearson_nicp_p2p,spearman_nicp_p2tri,pearson_nicp_p2tri,topology_a,topology_b,pair_label
20,0.4528334128517262,0.5618106744270646,0.6913256769536353,0.8209196303831808,-0.04830223070418412,0.028279604112289296,nan,nan,nan,nan,all,all,overall
10,0.8909090909090909,0.7999212048617571,0.6969696969696969,0.8135973948016519,-0.09090909090909088,-0.05273014305743291,nan,nan,nan,nan,original,remesh,original__to__remesh
10,-0.09090909090909088,0.3794946042937226,0.6848484848484848,0.8322081304589942,0.04242424242424241,0.08039355636430374,nan,nan,nan,nan,original,down8k,original__to__down8k
