method,F,mean_wbes,mean_error
3DDFAV2_23470_neutral,10,1.330213021624388,0.0030788825945648494
3DDFAV3_neutral,10,2.204741708339112,0.002603346042549271
Deep3DFace_23470_neutral,10,2.285122186721374,0.002550564509081963
SynergyNet_neutral,10,0.9076332452006225,0.0032324383208090324
INORig_23470_neutral,10,2.0861367460314986,0.0030457821337150437
3DI_neutral,10,2.1584652201839285,0.002437006801862042
