method,F,mean_wbes,mean_error
3DDFAV2_23470_neutral,3,0.6333239706433528,0.0030815693022592217
3DDFAV3_neutral,3,1.5062890847913126,0.0026174035645762875
Deep3DFace_23470_neutral,3,1.5708585585785424,0.0025604148378372033
SynergyNet_neutral,3,0.15186318831673093,0.00322458447152955
