F,wbse,within_mean,between_mean,n_subjects
1,0.8244671049140821,0.14608837619801918,0.1910545776554144,99
3,1.1973235249764806,0.0901367883811126,0.1424398800134189,99
5,1.4239253924701663,0.06978065796367466,0.12973944073228844,99
10,1.6575956587480507,0.04873748904455426,0.11930056614552306,99
15,1.7913120929348278,0.03906182066980876,0.11525871748288104,99
