F,wbse,within_mean,between_mean,n_subjects,type,compare,F1,F2
1.0,0.8244671049140821,0.14608837619801918,0.1910545776554144,99,inter,F,,
3.0,1.1973235249764806,0.0901367883811126,0.1424398800134189,99,inter,F,,
5.0,1.4239253924701663,0.06978065796367466,0.12973944073228844,99,inter,F,,
10.0,1.6575956587480507,0.04873748904455426,0.11930056614552306,99,inter,F,,
15.0,1.7913120929348278,0.03906182066980876,0.11525871748288104,99,inter,F,,
,1.5028475559717773,0.06873005041457135,0.13308912061046416,99,intra,F1_vs_F2,1.0,3.0
,1.5273825303815423,0.0661882229765403,0.13066786727492272,99,intra,F1_vs_F2,1.0,5.0
,1.6069364152481662,0.061710291043760135,0.1295037515361099,99,intra,F1_vs_F2,1.0,10.0
,1.6061918386818859,0.06085873222923888,0.12874499391138267,99,intra,F1_vs_F2,1.0,15.0
,1.897949872828429,0.03663960837606852,0.11659229400762076,99,intra,F1_vs_F2,3.0,5.0
,1.9930206336331937,0.03106126356267339,0.1152318626662875,99,intra,F1_vs_F2,3.0,10.0
,1.9940964604127602,0.029805711404368756,0.11443456830557962,99,intra,F1_vs_F2,3.0,15.0
,2.0441469987940666,0.02770781903336353,0.11327960157028295,99,intra,F1_vs_F2,5.0,10.0
,2.0932907070838054,0.02432409384779772,0.11241951046693265,99,intra,F1_vs_F2,5.0,15.0
,2.2665613850990236,0.013550488456707898,0.11040501502782087,99,intra,F1_vs_F2,10.0,15.0
