scenario,sample_name,subject_id,topology_label,template_sample_name,rotation_angle_deg,rotation_axis_x,rotation_axis_y,rotation_axis_z,translation_x,translation_y,translation_z,translation_norm
clean,id0478_GTready_crop,id0478,crop,id0478_GTready_remesh,2.80180368177079,0.654181811432998,-0.7560684689172731,0.02016501672034877,-0.0032619722187519073,0.017341813072562218,0.038991499692201614,0.04279855127976364
clean,id0478_GTready_down8k,id0478,down8k,id0478_GTready_remesh,1.881280079476692,0.5641719392285,0.3664015758705355,-0.7399053373146743,-0.00359194353222847,0.03151728957891464,0.007086449768394232,0.032503220933622165
clean,id0478_GTready_noisy,id0478,noisy,id0478_GTready_remesh,0.9234449230721782,-0.46331929686413365,-0.6592908202690839,-0.5921746731009723,0.010402468964457512,0.003221025224775076,0.024417338892817497,0.026735609262963075
clean,id0478_GTready_original,id0478,original,id0478_GTready_remesh,1.7148632282995584,-0.9375049451016387,-0.1958344285533851,0.2876340635306301,-1.864645855675917e-05,0.014767376706004143,0.021371187642216682,0.025976978725523212
clean,id0478_GTready_remesh,id0478,remesh,id0478_GTready_remesh,2.055380236776354,0.32537624999843756,-0.3208125928490453,-0.8894996212514241,0.007367624435573816,0.01305233035236597,-0.0013394663110375404,0.01504790309143978
clean,id0478_GTready_up60k,id0478,up60k,id0478_GTready_remesh,1.7674647618781782,-0.34213252675266914,-0.9391076241819997,-0.031971930518412094,0.009845496155321598,0.004269151948392391,-0.00029279637965373695,0.010735230906825119
clean,id0485_GTready_crop,id0485,crop,id0478_GTready_remesh,2.362646072393111,-0.849214940011999,-0.45495448233583574,-0.2680492579041186,-0.008029516786336899,-0.02272092178463936,0.028868619352579117,0.0376046620765281
clean,id0485_GTready_down8k,id0485,down8k,id0478_GTready_remesh,4.033447360200836,-0.7149830225154467,-0.6253446314814152,-0.3126393599533647,-0.011341221630573273,0.0036121343728154898,-0.02181052975356579,0.0248469320225302
clean,id0485_GTready_noisy,id0485,noisy,id0478_GTready_remesh,3.788323869489181,-0.42044002451206713,-0.9021864712122043,-0.0963833852381349,0.008702938444912434,0.002305466216057539,0.00045602969476021826,0.009014669995724782
clean,id0485_GTready_original,id0485,original,id0478_GTready_remesh,2.6754344126582597,-0.9265991445035472,-0.3530469273714779,0.1295063414619254,-0.0007922690128907561,-0.0053615691140294075,-0.009841113351285458,0.011234839809545566
clean,id0485_GTready_remesh,id0485,remesh,id0478_GTready_remesh,3.3751315316511734,-0.1974019322739927,-0.8709177386449845,0.450038631284027,0.012939473614096642,-0.002818844048306346,-0.01137071754783392,0.017454772319660704
clean,id0485_GTready_up60k,id0485,up60k,id0478_GTready_remesh,2.54248956123463,-0.8056668049384611,-0.5822906562545235,0.1088052896642795,-0.003828738583251834,0.02486499957740307,-0.02033771201968193,0.032350424623467475
clean,id0489_GTready_crop,id0489,crop,id0478_GTready_remesh,1.820696931642921,0.20102503398950372,-0.8414482482378794,-0.5015513744841328,-0.021069034934043884,0.018353020772337914,0.05433572456240654,0.061099169947254915
clean,id0489_GTready_down8k,id0489,down8k,id0478_GTready_remesh,4.414016974403074,0.5638975434570707,-0.8103482004642977,-0.15923364747237187,0.0019172754837200046,0.0004277934494893998,-0.0033909401390701532,0.003918855386800708
clean,id0489_GTready_noisy,id0489,noisy,id0478_GTready_remesh,5.665121245023049,-0.8283323694480591,-0.5390542197624707,-0.15259762082299333,-0.006998402997851372,-0.026066144928336143,-0.0036065855529159307,0.02722919417272316
clean,id0489_GTready_original,id0489,original,id0478_GTready_remesh,2.083703443932278,-0.17120950638971152,-0.12005266087884037,0.9778929714123634,0.015985559672117233,0.017844228073954582,-0.003686551470309496,0.02423933281526888
clean,id0489_GTready_remesh,id0489,remesh,id0478_GTready_remesh,2.6246162866550677,-0.5413346919774161,-0.5198759687777559,-0.660822009582842,0.004211661405861378,-0.006947093643248081,-0.007055498659610748,0.010760123754931874
clean,id0489_GTready_up60k,id0489,up60k,id0478_GTready_remesh,4.053015010197534,-0.4222663162048885,-0.8668546247090417,-0.2650551222279994,-0.013100500218570232,0.017935996875166893,-0.012908678501844406,0.0256896296303924
translation,id0478_GTready_crop,id0478,crop,id0478_GTready_remesh,1.9844563313136983,0.5740734396534692,-0.7367660689266419,0.35723304097300035,-0.0032578434329479933,0.0037364689633250237,0.04103892669081688,0.04133725012723676
translation,id0478_GTready_down8k,id0478,down8k,id0478_GTready_remesh,1.054897911854318,0.6103661382877088,0.105736534312295,-0.785030548796271,-0.0038677931297570467,0.03380848839879036,0.009131496772170067,0.03523290996789635
translation,id0478_GTready_noisy,id0478,noisy,id0478_GTready_remesh,0.9234449230721782,-0.46331937036642107,-0.6592906770159785,-0.5921747750817118,0.006245913915336132,0.004252469167113304,0.02806050330400467,0.029060054719994864
translation,id0478_GTready_original,id0478,original,id0478_GTready_remesh,1.7148632282995584,-0.9375049280869316,-0.19583461428786533,0.28763399253120303,0.000464460754301399,0.018872926011681557,0.019813228398561478,0.027367262917731755
translation,id0478_GTready_remesh,id0478,remesh,id0478_GTready_remesh,1.971742787340762,0.14420127718723003,-0.5095038684646793,-0.8482993573480404,-0.004602848552167416,0.011300421319901943,0.009475505910813808,0.015448978900475962
translation,id0478_GTready_up60k,id0478,up60k,id0478_GTready_remesh,1.7674647618781782,-0.3421325648888657,-0.939107608078882,-0.03197199541672408,0.008002424612641335,0.0026401765644550323,0.003257889300584793,0.009034554480845763
translation,id0485_GTready_crop,id0485,crop,id0478_GTready_remesh,3.0722095223871104,-0.8656477060844027,0.3141449956907183,-0.3898294122219234,-0.033357929438352585,-0.0010311922524124384,0.02749876119196415,0.04324345824478217
translation,id0485_GTready_down8k,id0485,down8k,id0478_GTready_remesh,4.033447360200836,-0.7149830421318115,-0.6253445923561751,-0.31263939335091717,-0.013640533201396465,0.0034798395354300737,-0.02016484923660755,0.02459257151958399
translation,id0485_GTready_noisy,id0485,noisy,id0478_GTready_remesh,3.761688273184033,-0.4363653111986421,-0.8974322177996831,-0.06481303601633363,0.007068897597491741,-0.0005963252624496818,0.0047330367378890514,0.008527986504718896
translation,id0485_GTready_original,id0485,original,id0478_GTready_remesh,1.5163319709116874,-0.060489967549924,-0.9192582406032975,-0.38897975642536897,0.009797864593565464,0.006089686416089535,0.002506623277440667,0.011805320474055608
translation,id0485_GTready_remesh,id0485,remesh,id0478_GTready_remesh,3.3751315316511734,-0.19740194128071706,-0.8709177434854349,0.4500386179661058,0.014703936874866486,-0.005736757535487413,-0.014265607111155987,0.02127495459198196
translation,id0485_GTready_up60k,id0485,up60k,id0478_GTready_remesh,2.54248956123463,-0.8056667726302956,-0.5822906958874607,0.10880531679279343,0.006246758159250021,0.02039569616317749,-0.019844068214297295,0.02913406001185715
translation,id0489_GTready_crop,id0489,crop,id0478_GTready_remesh,1.820696931642921,0.2010250904363872,-0.841448220696488,-0.5015513980657985,-0.024741249158978462,0.018396545201539993,0.04762130230665207,0.056730509592991515
translation,id0489_GTready_down8k,id0489,down8k,id0478_GTready_remesh,4.753079442093586,0.3449481886654667,-0.9371184794713026,-0.05310087164828382,0.004079706501215696,0.0026116943918168545,-0.006481310818344355,0.008091498171308994
translation,id0489_GTready_noisy,id0489,noisy,id0478_GTready_remesh,3.546685339854723,-0.7871962004210964,-0.6145590009186144,-0.051374861873330575,-0.012273230589926243,-0.005833695642650127,0.0028480063192546368,0.01388435572718773
translation,id0489_GTready_original,id0489,original,id0478_GTready_remesh,3.0977827567232388,-0.21205652053823024,-0.357455081819154,0.9095371881231031,0.002790700877085328,0.011669525876641273,0.0005060641560703516,0.012009244210233394
translation,id0489_GTready_remesh,id0489,remesh,id0478_GTready_remesh,2.6246162866550677,-0.5413347063555417,-0.5198759630540799,-0.6608220023073932,-0.0034213094040751457,0.0012451977236196399,-0.0043698628433048725,0.005687844642623171
translation,id0489_GTready_up60k,id0489,up60k,id0478_GTready_remesh,4.590986975497773,-0.40031288415718336,-0.8883274445404626,-0.22499765788551818,-0.008992701768875122,0.019046993926167488,-0.015208580531179905,0.025979945814046175
rotation,id0478_GTready_crop,id0478,crop,id0478_GTready_remesh,2.8305456286513815,0.7027150779510491,-0.7098798740006208,0.0475613678221508,-0.0032619661651551723,0.01734181120991707,0.03899150341749191,0.04279855345755632
rotation,id0478_GTready_down8k,id0478,down8k,id0478_GTready_remesh,0.9859589566362199,0.05662168805802045,-0.9931531969519597,-0.10217980145587671,-0.005571597255766392,0.03809584677219391,0.005496399011462927,0.0388914725790134
rotation,id0478_GTready_noisy,id0478,noisy,id0478_GTready_remesh,2.221450272881039,-0.15642492933187543,-0.7924230521368136,-0.5895735305504264,0.01132244523614645,0.002511616563424468,0.022547166794538498,0.025355092473661835
rotation,id0478_GTready_original,id0478,original,id0478_GTready_remesh,1.3466113222531593,-0.9323827925859375,-0.10647937476657217,0.34543374305207736,-1.8645099771674722e-05,0.014767377637326717,0.02137118950486183,0.02597698078637853
rotation,id0478_GTready_remesh,id0478,remesh,id0478_GTready_remesh,1.3267744854517332,0.2618022639795652,-0.5343261546908225,-0.8037133413030377,0.007367617916315794,0.013052324764430523,-0.0013394667766988277,0.01504789509409418
rotation,id0478_GTready_up60k,id0478,up60k,id0478_GTready_remesh,2.883236817053291,-0.4316984487386821,-0.8480765131572221,-0.3072501866357503,0.009845501743257046,0.004269151948392391,-0.00029279637965373695,0.010735236031633325
rotation,id0485_GTready_crop,id0485,crop,id0478_GTready_remesh,2.378909970291557,-0.6894334780073627,-0.6732541397369571,-0.267227136963523,-0.008303971961140633,-0.02483750693500042,0.03451765701174736,0.04332812419962622
rotation,id0485_GTready_down8k,id0485,down8k,id0478_GTready_remesh,3.875098762297997,-0.6809042175766306,-0.6404181230564998,-0.3552943486000678,-0.011341222561895847,0.0036121320445090532,-0.02181052975356579,0.024846932109147863
rotation,id0485_GTready_noisy,id0485,noisy,id0478_GTready_remesh,3.55831459880344,-0.8642263840954376,0.3832463172088333,-0.3259371371586727,-0.0250364039093256,-0.028671225532889366,-0.020301468670368195,0.04313942888405736
