F,wbse,within_mean,between_mean,n_subjects,type,compare,F1,F2
1.0,1.774635304525552,4098.657494045755,9615.521346916648,99,inter,F,,
2.0,1.9778444221036908,2927.2168492004425,9156.021330529042,99,inter,F,,
3.0,2.125624933096907,2370.0949750414584,8987.283259509279,99,inter,F,,
,2.321115872437726,1588.6121871436653,8879.378916986758,99,intra,F1_vs_F2,1.0,2.0
,2.3731730578705093,1447.760096619949,8856.53082343227,99,intra,F1_vs_F2,1.0,3.0
,2.537216675983366,816.4715201087806,8780.258805535965,99,intra,F1_vs_F2,2.0,3.0
