F1,F2,wbse,within_mean,between_mean,n_subjects
1,2,2.321115872437726,1588.6121871436653,8879.378916986758,99
1,3,2.3731730578705093,1447.760096619949,8856.53082343227,99
2,3,2.537216675983366,816.4715201087806,8780.258805535965,99
