subject_a,subject_b,topology_a,topology_b,gt_distance,latent_distance,raw_chamfer,n_mesh_pairs,mesh_pair_index
id0001,id0004,crop,noisy,0.322800,0.379580,0.004377,1,
id0001,id0018,crop,noisy,0.366204,0.419471,0.003067,1,
id0001,id0020,crop,noisy,0.345168,0.415833,0.002372,1,
id0001,id0026,crop,noisy,0.465494,0.619844,0.010207,1,
id0001,id0027,crop,noisy,0.364464,0.429290,0.005426,1,
id0001,id0041,crop,noisy,0.287332,0.417949,0.009061,1,
id0001,id0042,crop,noisy,0.491159,0.688722,0.015668,1,
id0001,id0045,crop,noisy,0.360608,0.409500,0.006668,1,
id0001,id0048,crop,noisy,0.335410,0.347292,0.002757,1,
id0001,id0056,crop,noisy,0.350707,0.537032,0.012665,1,
id0001,id0062,crop,noisy,0.483203,0.646401,0.014136,1,
id0001,id0069,crop,noisy,0.345951,0.538398,0.007213,1,
id0001,id0071,crop,noisy,0.455894,0.566809,0.016526,1,
id0001,id0072,crop,noisy,0.337381,0.459122,0.007342,1,
id0001,id0075,crop,noisy,0.409765,0.529209,0.008729,1,
id0001,id0080,crop,noisy,0.454938,0.634100,0.010955,1,
id0001,id0081,crop,noisy,0.402132,0.578623,0.006668,1,
id0001,id0086,crop,noisy,0.362781,0.476064,0.006094,1,
id0001,id0088,crop,noisy,0.287890,0.442269,0.005336,1,
id0001,id0097,crop,noisy,0.271231,0.397430,0.005054,1,
id0001,id0100,crop,noisy,0.340169,0.443933,0.006491,1,
id0001,id0106,crop,noisy,0.399704,0.632726,0.009223,1,
id0001,id0107,crop,noisy,0.313481,0.320523,0.003242,1,
id0001,id0110,crop,noisy,0.337847,0.392080,0.004286,1,
id0001,id0113,crop,noisy,0.369655,0.515677,0.009579,1,
id0001,id0115,crop,noisy,0.352460,0.514475,0.009694,1,
id0001,id0130,crop,noisy,0.292304,0.463609,0.007115,1,
id0001,id0132,crop,noisy,0.290086,0.427425,0.008114,1,
id0001,id0136,crop,noisy,0.364559,0.496526,0.006543,1,
id0001,id0153,crop,noisy,0.290769,0.372750,0.003429,1,
id0001,id0161,crop,noisy,0.321011,0.439458,0.008149,1,
id0001,id0169,crop,noisy,0.339859,0.451982,0.010725,1,
id0001,id0182,crop,noisy,0.353581,0.428677,0.004048,1,
id0001,id0183,crop,noisy,0.377801,0.494060,0.003532,1,
id0001,id0186,crop,noisy,0.276798,0.421020,0.009180,1,
id0001,id0197,crop,noisy,0.349722,0.407658,0.004973,1,
id0001,id0199,crop,noisy,0.333997,0.449277,0.002974,1,
id0001,id0206,crop,noisy,0.582220,0.764973,0.013285,1,
id0001,id0207,crop,noisy,0.366138,0.485905,0.008904,1,
id0001,id0208,crop,noisy,0.272983,0.349440,0.004249,1,
id0001,id0212,crop,noisy,0.421550,0.397440,0.006401,1,
id0001,id0220,crop,noisy,0.352810,0.390785,0.006215,1,
id0001,id0222,crop,noisy,0.346686,0.343719,0.004359,1,
id0001,id0224,crop,noisy,0.400929,0.539544,0.008731,1,
id0001,id0233,crop,noisy,0.285536,0.344878,0.005562,1,
id0001,id0239,crop,noisy,0.522106,0.687598,0.015808,1,
id0001,id0242,crop,noisy,0.298460,0.426313,0.007551,1,
id0001,id0246,crop,noisy,0.385500,0.483470,0.012425,1,
id0001,id0258,crop,noisy,0.322260,0.421586,0.007017,1,
id0001,id0273,crop,noisy,0.281542,0.413946,0.006362,1,
id0001,id0275,crop,noisy,0.283546,0.312300,0.005935,1,
id0001,id0285,crop,noisy,0.310977,0.503588,0.005924,1,
id0001,id0290,crop,noisy,0.412985,0.411395,0.003148,1,
id0001,id0296,crop,noisy,0.295725,0.362234,0.005122,1,
id0001,id0299,crop,noisy,0.273174,0.359489,0.004994,1,
id0001,id0303,crop,noisy,0.274224,0.388470,0.003906,1,
id0001,id0319,crop,noisy,0.418635,0.479291,0.005089,1,
id0001,id0321,crop,noisy,0.346538,0.357512,0.002767,1,
id0001,id0326,crop,noisy,0.362382,0.501406,0.004684,1,
id0001,id0328,crop,noisy,0.260064,0.361623,0.005251,1,
id0001,id0330,crop,noisy,0.382978,0.488247,0.008061,1,
id0001,id0342,crop,noisy,0.302526,0.442148,0.009865,1,
id0001,id0346,crop,noisy,0.364628,0.488710,0.008705,1,
id0001,id0363,crop,noisy,0.316617,0.541194,0.010256,1,
id0001,id0367,crop,noisy,0.400716,0.453999,0.010540,1,
id0001,id0368,crop,noisy,0.278228,0.344161,0.005555,1,
id0001,id0369,crop,noisy,0.323987,0.435771,0.003811,1,
id0001,id0372,crop,noisy,0.441989,0.395591,0.006898,1,
id0001,id0373,crop,noisy,0.348212,0.400819,0.004740,1,
id0001,id0374,crop,noisy,0.441220,0.465751,0.004350,1,
id0001,id0378,crop,noisy,0.309927,0.360483,0.006250,1,
id0001,id0381,crop,noisy,0.386134,0.413649,0.006186,1,
id0001,id0382,crop,noisy,0.362844,0.513248,0.009347,1,
id0001,id0392,crop,noisy,0.343611,0.455377,0.009683,1,
id0001,id0396,crop,noisy,0.337015,0.566612,0.011663,1,
id0001,id0398,crop,noisy,0.483421,0.609518,0.008063,1,
id0001,id0399,crop,noisy,0.220824,0.297336,0.004259,1,
id0001,id0401,crop,noisy,0.325417,0.446849,0.009462,1,
id0001,id0402,crop,noisy,0.362388,0.444484,0.007616,1,
id0001,id0404,crop,noisy,0.394736,0.501645,0.007755,1,
id0001,id0411,crop,noisy,0.380956,0.565175,0.011934,1,
id0001,id0412,crop,noisy,0.338277,0.396880,0.008174,1,
id0001,id0418,crop,noisy,0.458799,0.504606,0.007094,1,
id0001,id0421,crop,noisy,0.292851,0.417384,0.008227,1,
id0001,id0422,crop,noisy,0.320140,0.462173,0.007159,1,
id0001,id0431,crop,noisy,0.344573,0.483959,0.006353,1,
id0001,id0437,crop,noisy,0.401537,0.442179,0.006438,1,
id0001,id0441,crop,noisy,0.291814,0.399703,0.008700,1,
id0001,id0447,crop,noisy,0.306172,0.356462,0.001601,1,
id0001,id0460,crop,noisy,0.293119,0.488095,0.007501,1,
id0001,id0462,crop,noisy,0.310316,0.456723,0.005464,1,
