method,F,subject,within
SynergyNet,3,id0047,43366.760690534225
SynergyNet,3,id0048,32037.484529632446
SynergyNet,3,id0049,75710.56537253235
SynergyNet,3,id0050,46998.24065982646
SynergyNet,3,id0051,59182.653266531204
SynergyNet,3,id0052,54847.39730687906
SynergyNet,3,id0053,81621.13178404658
SynergyNet,3,id0054,67049.38226840441
SynergyNet,3,id0055,85870.13056296062
SynergyNet,3,id0056,53959.36152106555
SynergyNet,3,id0057,84649.9623060447
SynergyNet,3,id0058,62290.82384768708
SynergyNet,3,id0059,65158.73392476414
SynergyNet,3,id0060,61119.14363246541
SynergyNet,3,id0061,51858.20650825426
SynergyNet,3,id0062,75453.91867284426
SynergyNet,3,id0063,129901.02515226604
SynergyNet,3,id0064,70573.12101916857
SynergyNet,3,id0065,48852.72129149889
SynergyNet,3,id0066,54378.51595965179
SynergyNet,3,id0067,23747.478874968903
SynergyNet,3,id0068,41851.19361135236
SynergyNet,3,id0069,82855.31489127995
SynergyNet,3,id0070,53403.14886630658
SynergyNet,3,id0071,42675.124428394454
SynergyNet,3,id0072,92486.16162354294
SynergyNet,3,id0073,37023.729438216105
SynergyNet,3,id0074,61871.49595677642
SynergyNet,3,id0075,78619.30290889119
SynergyNet,3,id0076,52300.62575416777
SynergyNet,3,id0077,43618.56327872047
SynergyNet,3,id0078,46487.95999106432
SynergyNet,3,id0079,62061.79234880988
SynergyNet,3,id0080,80504.81759916281
SynergyNet,3,id0081,45075.74094080596
SynergyNet,3,id0082,64194.689113127744
SynergyNet,3,id0083,55239.160580819684
SynergyNet,3,id0084,39618.30575111046
SynergyNet,3,id0085,54217.86315311253
SynergyNet,3,id0086,73497.89279032587
SynergyNet,3,id0087,72101.84045535792
SynergyNet,3,id0088,60068.090895696216
SynergyNet,3,id0089,85227.88889942686
SynergyNet,3,id0090,70450.42885265553
SynergyNet,3,id0091,71651.78553621487
SynergyNet,3,id0092,73598.50514070153
SynergyNet,3,id0093,74724.06003372706
SynergyNet,3,id0094,118813.10643549665
SynergyNet,3,id0095,100839.07502912729
SynergyNet,3,id0096,36965.32213271938
SynergyNet,3,id0097,63006.79217223535
SynergyNet,3,id0098,61291.23685345373
SynergyNet,5,id0000,55930.87404588765
SynergyNet,5,id0001,57542.135634698956
SynergyNet,5,id0002,50252.448262383
SynergyNet,5,id0003,30108.477649133984
SynergyNet,5,id0004,28100.68766637186
SynergyNet,5,id0005,45673.15094561549
SynergyNet,5,id0006,45137.45746860175
SynergyNet,5,id0007,38673.325911653286
SynergyNet,5,id0008,41745.51219230904
SynergyNet,5,id0009,21288.649013153015
SynergyNet,5,id0010,45133.22376073225
SynergyNet,5,id0011,34621.57193437175
SynergyNet,5,id0012,52203.92630674588
SynergyNet,5,id0013,67187.32955435482
SynergyNet,5,id0014,51300.709807486535
SynergyNet,5,id0015,54379.67521230099
SynergyNet,5,id0016,53455.29045079049
SynergyNet,5,id0017,67289.14874969848
SynergyNet,5,id0018,47584.90238205197
SynergyNet,5,id0019,51498.35426769365
SynergyNet,5,id0020,52764.41568939771
SynergyNet,5,id0021,37311.38788137891
SynergyNet,5,id0022,19903.72425951119
SynergyNet,5,id0023,55857.735562675254
SynergyNet,5,id0024,49223.28696594778
SynergyNet,5,id0025,44960.88551304254
SynergyNet,5,id0026,39884.28669968529
SynergyNet,5,id0027,37105.321171527634
SynergyNet,5,id0028,47516.832280992094
SynergyNet,5,id0029,52048.99107426719
SynergyNet,5,id0030,44590.38331441495
SynergyNet,5,id0031,27319.831385869304
SynergyNet,5,id0032,39955.20167028332
SynergyNet,5,id0033,40223.55326424246
SynergyNet,5,id0034,37892.507581628226
SynergyNet,5,id0035,70466.42627852526
SynergyNet,5,id0036,69085.73636578326
SynergyNet,5,id0037,39351.495814085974
SynergyNet,5,id0038,28530.320934950734
SynergyNet,5,id0039,53569.021884701884
SynergyNet,5,id0040,36279.793221877866
SynergyNet,5,id0041,49644.783365364805
SynergyNet,5,id0042,37326.60811476234
SynergyNet,5,id0043,59790.68782057776
SynergyNet,5,id0044,26402.44954054637
SynergyNet,5,id0045,53182.20171453682
SynergyNet,5,id0046,37944.7492686994
SynergyNet,5,id0047,62900.46157647612
SynergyNet,5,id0048,29210.6242901816
SynergyNet,5,id0049,65102.09806066775
SynergyNet,5,id0050,54525.23330443174
SynergyNet,5,id0051,32434.064028980894
SynergyNet,5,id0052,88220.89688137366
SynergyNet,5,id0053,71054.36437587997
SynergyNet,5,id0054,52895.697511856146
SynergyNet,5,id0055,37495.25028400358
SynergyNet,5,id0056,57506.05919556409
SynergyNet,5,id0057,51386.74169728102
SynergyNet,5,id0058,46682.72994960038
SynergyNet,5,id0059,44736.98897175259
SynergyNet,5,id0060,41532.399399530324
SynergyNet,5,id0061,48137.05005552622
SynergyNet,5,id0062,56064.300904253825
SynergyNet,5,id0063,55107.855176351695
SynergyNet,5,id0064,45781.796321022346
SynergyNet,5,id0065,34745.30540942199
SynergyNet,5,id0066,86314.00312292352
SynergyNet,5,id0067,47948.271884981055
SynergyNet,5,id0068,26178.824749573734
SynergyNet,5,id0069,102790.81934711807
SynergyNet,5,id0070,42045.31478955178
SynergyNet,5,id0071,59665.84304574566
SynergyNet,5,id0072,35475.98495940448
SynergyNet,5,id0073,58305.868552233536
SynergyNet,5,id0074,31540.66968518807
SynergyNet,5,id0075,12722.929523252466
SynergyNet,5,id0076,48886.96549404284
SynergyNet,5,id0077,74402.32123212043
SynergyNet,5,id0078,53219.440549523104
SynergyNet,5,id0079,38021.59672258648
SynergyNet,5,id0080,47737.97493978764
SynergyNet,5,id0081,61712.55469911786
SynergyNet,5,id0082,31367.882561698545
SynergyNet,5,id0083,41183.38942532607
SynergyNet,5,id0084,49872.27999443662
SynergyNet,5,id0085,66469.64052910525
SynergyNet,5,id0086,24750.627404013012
SynergyNet,5,id0087,32543.466968582696
SynergyNet,5,id0088,74909.64675576072
SynergyNet,5,id0089,67105.54842302181
SynergyNet,5,id0090,41379.63518487147
SynergyNet,5,id0091,41625.035576106784
SynergyNet,5,id0092,51477.9473790396
SynergyNet,5,id0093,64869.89423074975
SynergyNet,5,id0094,74913.30604748189
SynergyNet,5,id0095,31671.15536929436
SynergyNet,5,id0096,47907.196277160234
SynergyNet,5,id0097,45829.73936999239
SynergyNet,5,id0098,66630.53328724053
SynergyNet,10,id0000,61169.22863427981
SynergyNet,10,id0001,18118.238881129288
SynergyNet,10,id0002,79447.9353042816
SynergyNet,10,id0003,37035.69951554335
SynergyNet,10,id0004,38942.19379512589
SynergyNet,10,id0005,19082.26237909718
SynergyNet,10,id0006,44968.846400588554
SynergyNet,10,id0007,33518.54432060605
SynergyNet,10,id0008,18327.849515449972
SynergyNet,10,id0009,28857.0975698805
SynergyNet,10,id0010,21543.022513708056
SynergyNet,10,id0011,25620.30567059892
SynergyNet,10,id0012,44881.911697844946
SynergyNet,10,id0013,39997.47568252468
SynergyNet,10,id0014,44896.30281143232
SynergyNet,10,id0015,21070.46964665886
SynergyNet,10,id0016,54717.849848969374
SynergyNet,10,id0017,27448.132765262522
SynergyNet,10,id0018,34603.17892867925
SynergyNet,10,id0019,61793.386958957264
SynergyNet,10,id0020,33914.68450630416
SynergyNet,10,id0021,16421.295059383123
SynergyNet,10,id0022,20641.056076890232
SynergyNet,10,id0023,19210.094143256003
SynergyNet,10,id0024,39959.946383582945
SynergyNet,10,id0025,42578.52951472591
SynergyNet,10,id0026,45759.97309491772
SynergyNet,10,id0027,42678.04263072047
SynergyNet,10,id0028,34314.17118333878
SynergyNet,10,id0029,21154.595234129778
SynergyNet,10,id0030,32194.484050762734
SynergyNet,10,id0031,25056.00545093643
SynergyNet,10,id0032,27761.728951605477
SynergyNet,10,id0033,48228.809174407455
SynergyNet,10,id0034,15389.263050853764
SynergyNet,10,id0035,29596.11990194368
SynergyNet,10,id0036,29570.29818991978
SynergyNet,10,id0037,43593.61682260014
SynergyNet,10,id0038,37633.88170189286
SynergyNet,10,id0039,30488.224359300093
SynergyNet,10,id0040,29443.09058923929
SynergyNet,10,id0041,28895.62535226578
SynergyNet,10,id0042,48575.79343990335
SynergyNet,10,id0043,18982.266282703484
SynergyNet,10,id0044,43780.11424582038
SynergyNet,10,id0045,28582.663683165254
SynergyNet,10,id0046,30882.069628831774
SynergyNet,10,id0047,36339.216635486366
SynergyNet,10,id0048,17821.20241520296
SynergyNet,10,id0049,63302.27159016466
SynergyNet,10,id0050,28819.207008529735
SynergyNet,10,id0051,29612.24337127186
SynergyNet,10,id0052,28572.44246452252
SynergyNet,10,id0053,43603.142837490675
SynergyNet,10,id0054,27648.653748346416
SynergyNet,10,id0055,25306.487690077774
SynergyNet,10,id0056,51380.17547960913
SynergyNet,10,id0057,46909.066247103845
SynergyNet,10,id0058,53683.99463455521
SynergyNet,10,id0059,35439.40722441853
SynergyNet,10,id0060,34935.30202635837
SynergyNet,10,id0061,20338.76949152954
SynergyNet,10,id0062,21961.379008328266
SynergyNet,10,id0063,32555.403420396993
SynergyNet,10,id0064,23574.925899063266
SynergyNet,10,id0065,20868.119279100723
SynergyNet,10,id0066,36083.13802401006
SynergyNet,10,id0067,18422.219419936995
SynergyNet,10,id0068,53099.9897898109
SynergyNet,10,id0069,43476.932652289805
SynergyNet,10,id0070,46060.528309007386
SynergyNet,10,id0071,28515.91379368611
SynergyNet,10,id0072,28402.815175999847
SynergyNet,10,id0073,62081.786575832484
SynergyNet,10,id0074,39640.28755464234
SynergyNet,10,id0075,51308.50154364018
SynergyNet,10,id0076,36070.57031727523
SynergyNet,10,id0077,20557.345397704146
SynergyNet,10,id0078,29464.59175440879
SynergyNet,10,id0079,28556.282867707818
SynergyNet,10,id0080,45723.56832243622
SynergyNet,10,id0081,42447.14111157035
SynergyNet,10,id0082,24113.758816119313
SynergyNet,10,id0083,32430.858693350197
SynergyNet,10,id0084,26405.19148696307
SynergyNet,10,id0085,32139.30919934898
SynergyNet,10,id0086,17540.84173571548
SynergyNet,10,id0087,58167.49211100972
SynergyNet,10,id0088,40731.65159962629
SynergyNet,10,id0089,36011.54967031075
SynergyNet,10,id0090,52406.50720693262
SynergyNet,10,id0091,40375.07807751001
SynergyNet,10,id0092,29353.420921896428
SynergyNet,10,id0093,43659.40212967016
SynergyNet,10,id0094,45342.020831678994
SynergyNet,10,id0095,45394.02251796541
SynergyNet,10,id0096,42440.44684765177
SynergyNet,10,id0097,34418.55757960458
SynergyNet,10,id0098,25246.633999395057
SynergyNet,15,id0000,20817.04672088177
SynergyNet,15,id0001,21752.78645621735
SynergyNet,15,id0002,25527.985596808157
SynergyNet,15,id0003,47955.0190686693
SynergyNet,15,id0004,18252.871296644433
SynergyNet,15,id0005,43297.83026292193
SynergyNet,15,id0006,52220.47934329809
SynergyNet,15,id0007,28582.015511601483
SynergyNet,15,id0008,23368.848864926094
SynergyNet,15,id0009,24799.252362410978
SynergyNet,15,id0010,19951.713369945774
SynergyNet,15,id0011,29944.286076732522
SynergyNet,15,id0012,21956.714895434197
SynergyNet,15,id0013,40349.89510129995
SynergyNet,15,id0014,21295.1866653396
SynergyNet,15,id0015,24271.165244790755
SynergyNet,15,id0016,22364.894594538597
SynergyNet,15,id0017,29409.421269799688
SynergyNet,15,id0018,33673.53207502755
SynergyNet,15,id0019,19273.08215497144
SynergyNet,15,id0020,28230.30220124402
SynergyNet,15,id0021,31168.15057498176
SynergyNet,15,id0022,22595.958064864204
SynergyNet,15,id0023,17857.05840526593
SynergyNet,15,id0024,26268.5384455415
SynergyNet,15,id0025,32989.17667065173
SynergyNet,15,id0026,26104.74018935935
SynergyNet,15,id0027,30921.81474845672
SynergyNet,15,id0028,30278.15851981773
SynergyNet,15,id0029,24604.070474583215
SynergyNet,15,id0030,14408.195423570955
SynergyNet,15,id0031,18071.91677283631
SynergyNet,15,id0032,21535.60972699602
SynergyNet,15,id0033,16780.757883352595
SynergyNet,15,id0034,18445.05132451064
SynergyNet,15,id0035,25201.127823933337
SynergyNet,15,id0036,17437.47032752867
SynergyNet,15,id0037,42740.88751768612
SynergyNet,15,id0038,25802.796473487757
SynergyNet,15,id0039,35255.2397758754
SynergyNet,15,id0040,20094.213654740703
SynergyNet,15,id0041,19036.947184124645
SynergyNet,15,id0042,48248.59098489452
SynergyNet,15,id0043,25945.931202319993
SynergyNet,15,id0044,29790.825058575312
SynergyNet,15,id0045,18098.127117789907
SynergyNet,15,id0046,32620.889677291805
SynergyNet,15,id0047,23436.973528460363
SynergyNet,15,id0048,16729.87523171883
SynergyNet,15,id0049,46244.71979718663
SynergyNet,15,id0050,16914.53775118204
SynergyNet,15,id0051,46589.32022862619
SynergyNet,15,id0052,26688.156993250628
SynergyNet,15,id0053,44937.38192750139
SynergyNet,15,id0054,23494.68694855963
SynergyNet,15,id0055,15857.12643142737
SynergyNet,15,id0056,31288.29765378698
SynergyNet,15,id0057,45955.08477390762
SynergyNet,15,id0058,22498.12198058071
SynergyNet,15,id0059,17924.23677947669
SynergyNet,15,id0060,29267.3124065625
SynergyNet,15,id0061,27850.44760865276
SynergyNet,15,id0062,21967.9657059165
SynergyNet,15,id0063,31303.14291561674
SynergyNet,15,id0064,21795.993126755086
SynergyNet,15,id0065,35084.17642723771
SynergyNet,15,id0066,23023.075552721177
SynergyNet,15,id0067,24236.947232170995
SynergyNet,15,id0068,17621.452492652526
SynergyNet,15,id0069,24323.119620686088
SynergyNet,15,id0070,20547.0989633706
SynergyNet,15,id0071,33442.856767066194
SynergyNet,15,id0072,34726.70381277313
SynergyNet,15,id0073,24858.58483826376
SynergyNet,15,id0074,25569.849144924698
SynergyNet,15,id0075,36180.68942248322
SynergyNet,15,id0076,14727.59949914467
SynergyNet,15,id0077,26951.222840917733
SynergyNet,15,id0078,36321.07285773768
SynergyNet,15,id0079,20913.3341753085
SynergyNet,15,id0080,20552.698596588103
SynergyNet,15,id0081,17309.06145468582
SynergyNet,15,id0082,31752.04277439472
SynergyNet,15,id0083,15636.04322258057
SynergyNet,15,id0084,21862.925963223126
SynergyNet,15,id0085,29081.152531785938
SynergyNet,15,id0086,27268.115559049427
SynergyNet,15,id0087,31528.986743537334
SynergyNet,15,id0088,34042.64641778013
SynergyNet,15,id0089,19925.373757012592
SynergyNet,15,id0090,31760.869680817752
SynergyNet,15,id0091,11647.51763743509
SynergyNet,15,id0092,38167.05528684146
SynergyNet,15,id0093,33078.11763808657
SynergyNet,15,id0094,37723.27642336916
SynergyNet,15,id0095,21902.209569707124
SynergyNet,15,id0096,21890.362404382726
SynergyNet,15,id0097,30997.95339708521
SynergyNet,15,id0098,19122.36767772151
