method,F,subject,within
SynergyNet,1,id0000,70172.51752103907
SynergyNet,1,id0001,172672.20331863055
SynergyNet,1,id0002,106805.99564670249
SynergyNet,1,id0003,74834.50084875901
SynergyNet,1,id0004,79390.58759015129
SynergyNet,1,id0005,69730.86066537317
SynergyNet,1,id0006,111398.83848914875
SynergyNet,1,id0007,164214.76585917198
SynergyNet,1,id0008,72914.74250461171
SynergyNet,1,id0009,117137.66584744478
SynergyNet,1,id0010,82841.74342494611
SynergyNet,1,id0011,58957.58865194828
SynergyNet,1,id0012,72692.49559545291
SynergyNet,1,id0013,131644.474130117
SynergyNet,1,id0014,32446.648858670156
SynergyNet,1,id0015,135754.97857332282
SynergyNet,1,id0016,210440.239111618
SynergyNet,1,id0017,186248.10856431475
SynergyNet,1,id0018,68298.18680521566
SynergyNet,1,id0019,186894.5592122128
SynergyNet,1,id0020,133130.97195578073
SynergyNet,1,id0021,103020.18973482963
SynergyNet,1,id0022,106964.075575792
SynergyNet,1,id0023,95166.15738416564
SynergyNet,1,id0024,107201.98223993322
SynergyNet,1,id0025,130915.34326874976
SynergyNet,1,id0026,157982.85935441917
SynergyNet,1,id0027,126402.50085369362
SynergyNet,1,id0028,45592.598787541116
SynergyNet,1,id0029,145480.2029885489
SynergyNet,1,id0030,187125.03194985565
SynergyNet,1,id0031,120813.84166137881
SynergyNet,1,id0032,112826.6224094116
SynergyNet,1,id0033,121227.67171450704
SynergyNet,1,id0034,103636.8172355898
SynergyNet,1,id0035,81695.13322225495
SynergyNet,1,id0036,125001.98683300607
SynergyNet,1,id0037,86848.75024134801
SynergyNet,1,id0038,34621.224513431756
SynergyNet,1,id0039,106284.12249973009
SynergyNet,1,id0040,65563.03373974004
SynergyNet,1,id0041,53235.05773098602
SynergyNet,1,id0042,178737.11150078117
SynergyNet,1,id0043,90808.20849767944
SynergyNet,1,id0044,92029.41542234186
SynergyNet,1,id0045,150003.33945492646
SynergyNet,1,id0046,126723.9284781224
SynergyNet,1,id0047,112895.12955661869
SynergyNet,1,id0048,68551.34707943378
SynergyNet,1,id0049,140951.88492505287
SynergyNet,1,id0050,103621.97310940792
SynergyNet,1,id0051,53069.91713181833
SynergyNet,1,id0052,90005.89923414619
SynergyNet,1,id0053,98408.71124210733
SynergyNet,1,id0054,147953.4117030511
SynergyNet,1,id0055,87172.40391656011
SynergyNet,1,id0056,103456.90242902811
SynergyNet,1,id0057,78173.19143914757
SynergyNet,1,id0058,99824.73744129368
SynergyNet,1,id0059,131423.12196906155
SynergyNet,1,id0060,146070.32632241814
SynergyNet,1,id0061,81607.32101385837
SynergyNet,1,id0062,102304.2305085032
SynergyNet,1,id0063,70474.77024855696
SynergyNet,1,id0064,123882.17294805632
SynergyNet,1,id0065,136409.01385559663
SynergyNet,1,id0066,102493.43622099249
SynergyNet,1,id0067,89378.99032421147
SynergyNet,1,id0068,100455.58826950453
SynergyNet,1,id0069,141667.77615638974
SynergyNet,1,id0070,60401.89503675156
SynergyNet,1,id0071,94815.00699620032
SynergyNet,1,id0072,99492.3479001999
SynergyNet,1,id0073,92447.99304488476
SynergyNet,1,id0074,114242.29375371023
SynergyNet,1,id0075,74124.24124303188
SynergyNet,1,id0076,93369.65097322712
SynergyNet,1,id0077,53397.92711731753
SynergyNet,1,id0078,129064.47283224897
SynergyNet,1,id0079,89217.68233904104
SynergyNet,1,id0080,125184.2053535247
SynergyNet,1,id0081,118756.85493003963
SynergyNet,1,id0082,119987.93660029687
SynergyNet,1,id0083,82031.00156679888
SynergyNet,1,id0084,118115.66628418532
SynergyNet,1,id0085,163421.57943356797
SynergyNet,1,id0086,159350.48829951903
SynergyNet,1,id0087,188376.62327607416
SynergyNet,1,id0088,101229.11127123567
SynergyNet,1,id0089,118526.62752615604
SynergyNet,1,id0090,107331.11811504538
SynergyNet,1,id0091,128063.9023679775
SynergyNet,1,id0092,123085.68822330446
SynergyNet,1,id0093,165957.53167731912
SynergyNet,1,id0094,112629.20916334697
SynergyNet,1,id0095,101364.91277738154
SynergyNet,1,id0096,136473.32564662132
SynergyNet,1,id0097,104596.32281175248
SynergyNet,1,id0098,108920.14836802175
SynergyNet,3,id0000,114862.38152185413
SynergyNet,3,id0001,100673.50412604057
SynergyNet,3,id0002,66591.1018344704
SynergyNet,3,id0003,54524.50311818018
SynergyNet,3,id0004,81737.63089277653
SynergyNet,3,id0005,49623.84192252746
SynergyNet,3,id0006,71260.4574825869
SynergyNet,3,id0007,68023.24094281883
SynergyNet,3,id0008,63413.8217628278
SynergyNet,3,id0009,25725.851113976194
SynergyNet,3,id0010,43539.18346858493
SynergyNet,3,id0011,67357.11505546697
SynergyNet,3,id0012,63955.33046544312
SynergyNet,3,id0013,53906.382574891846
SynergyNet,3,id0014,22835.44098315434
SynergyNet,3,id0015,93398.84763911132
SynergyNet,3,id0016,48417.20111532792
SynergyNet,3,id0017,94158.29135694147
SynergyNet,3,id0018,127363.84191932913
SynergyNet,3,id0019,61599.19505630471
SynergyNet,3,id0020,46101.94229140717
SynergyNet,3,id0021,31656.342232616134
SynergyNet,3,id0022,68832.91980926538
SynergyNet,3,id0023,71519.76409350357
SynergyNet,3,id0024,82151.64143411198
SynergyNet,3,id0025,61057.647450518176
SynergyNet,3,id0026,56662.517011579745
SynergyNet,3,id0027,70941.20670589757
SynergyNet,3,id0028,39644.02289312428
SynergyNet,3,id0029,32458.526116154233
SynergyNet,3,id0030,37665.930167563725
SynergyNet,3,id0031,44881.139444932836
SynergyNet,3,id0032,42278.614372983124
SynergyNet,3,id0033,38880.727750199854
SynergyNet,3,id0034,31511.82021092053
SynergyNet,3,id0035,115081.53132162204
SynergyNet,3,id0036,70720.48273054289
SynergyNet,3,id0037,59664.51936234283
SynergyNet,3,id0038,64479.54844008479
SynergyNet,3,id0039,56736.793347118866
SynergyNet,3,id0040,71223.07098899696
SynergyNet,3,id0041,68361.26304681782
SynergyNet,3,id0042,77100.32411570201
SynergyNet,3,id0043,55772.3802278915
SynergyNet,3,id0044,105548.43999939441
SynergyNet,3,id0045,33746.146043293695
SynergyNet,3,id0046,51841.51449473255
