scenario,sigma,jitter_sigma,rotation_sigma,translation_sigma,rotation_angle_max_deg,translation_axis_std,latent_spearman,chamfer_spearman,delta_spearman,latent_pearson,chamfer_pearson,delta_pearson,model_beats_chamfer,clean_latent_spearman,clean_chamfer_spearman,latent_drop_vs_clean,chamfer_drop_vs_clean,n_subjects,n_samples,n_pairs,n_mesh_pairs,n_subject_pairs,output_dir,output_json,output_csv,output_md
jitter,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.522661,0.570883,-0.048221,0.531925,0.543788,-0.011863,0,0.522661,0.570883,0.000000,0.000000,10,20,45,90,45,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p00,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p00/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p00/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p00/ranking_summary.md
jitter,0.020000,0.020000,0.000000,0.000000,0.000000,0.000000,0.529908,0.648880,-0.118972,0.502010,0.612130,-0.110120,0,0.522661,0.570883,-0.007246,-0.077997,10,20,45,90,45,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p02,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p02/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p02/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p02/ranking_summary.md
jitter,0.050000,0.050000,0.000000,0.000000,0.000000,0.000000,0.502635,0.708827,-0.206192,0.456159,0.665450,-0.209291,0,0.522661,0.570883,0.020026,-0.137945,10,20,45,90,45,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p05,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p05/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p05/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p05/ranking_summary.md
jitter,0.100000,0.100000,0.000000,0.000000,0.000000,0.000000,0.431225,0.555731,-0.124506,0.397262,0.555567,-0.158305,0,0.522661,0.570883,0.091436,0.015152,10,20,45,90,45,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p10,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p10/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p10/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p10/ranking_summary.md
jitter,0.150000,0.150000,0.000000,0.000000,0.000000,0.000000,0.322266,0.417787,-0.095520,0.370535,0.459711,-0.089176,0,0.522661,0.570883,0.200395,0.153096,10,20,45,90,45,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p15,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p15/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p15/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p15/ranking_summary.md
jitter,0.200000,0.200000,0.000000,0.000000,0.000000,0.000000,0.241897,0.384848,-0.142951,0.328273,0.424502,-0.096228,0,0.522661,0.570883,0.280764,0.186034,10,20,45,90,45,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p20,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p20/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p20/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p20/ranking_summary.md
translation,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.522661,0.570883,-0.048221,0.531925,0.543788,-0.011863,0,0.522661,0.570883,0.000000,0.000000,10,20,45,90,45,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p00,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p00/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p00/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p00/ranking_summary.md
translation,0.020000,0.000000,0.000000,0.020000,0.000000,0.001600,0.528590,0.635705,-0.107115,0.527443,0.600235,-0.072792,0,0.522661,0.570883,-0.005929,-0.064822,10,20,45,90,45,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p02,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p02/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p02/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p02/ranking_summary.md
translation,0.050000,0.000000,0.000000,0.050000,0.000000,0.002500,0.526614,0.640448,-0.113834,0.524629,0.599275,-0.074646,0,0.522661,0.570883,-0.003953,-0.069565,10,20,45,90,45,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p05,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p05/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p05/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p05/ranking_summary.md
translation,0.100000,0.000000,0.000000,0.100000,0.000000,0.004000,0.543083,0.634651,-0.091568,0.519378,0.598301,-0.078924,0,0.522661,0.570883,-0.020422,-0.063768,10,20,45,90,45,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p10,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p10/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p10/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_cleanbias/shot100_heldout_xtopo10k_pnoise0.3_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p10/ranking_summary.md
