scenario,reference_metric,jitter_sigma,rotation_sigma,translation_sigma,rotation_angle_max_deg,translation_axis_std,latent_spearman,chamfer_spearman,delta_spearman,latent_pearson,chamfer_pearson,delta_pearson,model_beats_chamfer,n_subjects,n_samples,n_pairs,n_mesh_pairs,n_subject_pairs
clean,gt_vertex_mean_l2,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000,0.575031,0.514582,0.060448,0.597241,0.549931,0.047310,1,35,70,595,1190,595
rotation,gt_vertex_mean_l2,0.000000e+00,2.000000e-02,0.000000e+00,0.740000,0.000000,0.570207,0.527269,0.042938,0.595425,0.567813,0.027612,1,35,70,595,1190,595
