method,F,subject,within
Smirk,1,id0000,0.12179517264967875
Smirk,1,id0001,0.12225116262377944
Smirk,1,id0002,0.16440060043576635
Smirk,1,id0003,0.09490711936040364
Smirk,1,id0004,0.09178347775110755
Smirk,1,id0005,0.12254597859318017
Smirk,1,id0006,0.15469439500412122
Smirk,1,id0007,0.12394317950146054
Smirk,1,id0008,0.15535565215942823
Smirk,1,id0009,0.13845573957204108
Smirk,1,id0010,0.14705106216594313
Smirk,1,id0011,0.11795144991052413
Smirk,1,id0012,0.08635975966039172
Smirk,1,id0013,0.1451119654428886
Smirk,1,id0014,0.14705026119094336
Smirk,1,id0015,0.12077746624582893
Smirk,1,id0016,0.12188618694736837
Smirk,1,id0017,0.1574979280515414
Smirk,1,id0018,0.10272024378432998
Smirk,1,id0019,0.09589719700035144
Smirk,1,id0020,0.11720020520038883
Smirk,1,id0021,0.1622448617887332
Smirk,1,id0022,0.1464503764478926
Smirk,1,id0023,0.12258132300982054
Smirk,1,id0024,0.12173962735815246
Smirk,1,id0025,0.07861849318507026
Smirk,1,id0026,0.12476457220628974
Smirk,1,id0027,0.14057287509423008
Smirk,1,id0028,0.09806323903458225
Smirk,1,id0029,0.13736754648813174
Smirk,1,id0030,0.14336680370329266
Smirk,1,id0031,0.17273215967652966
Smirk,1,id0032,0.11693360226003562
Smirk,1,id0033,0.14155585727560976
Smirk,1,id0034,0.11550059443548116
Smirk,1,id0035,0.17896154773960218
Smirk,1,id0036,0.15399914420711447
Smirk,1,id0037,0.13762938401103267
Smirk,1,id0038,0.16979012458825282
Smirk,1,id0039,0.11638846175463595
Smirk,1,id0040,0.1429311387587108
Smirk,1,id0041,0.18967905719192998
Smirk,1,id0042,0.16052896188564528
Smirk,1,id0043,0.1237660170978791
Smirk,1,id0044,0.10807792557837886
Smirk,1,id0045,0.19900852922225523
Smirk,1,id0046,0.07027428559127533
Smirk,1,id0047,0.09202660214468332
Smirk,1,id0048,0.13834338294866358
Smirk,1,id0049,0.0914209556715116
Smirk,1,id0050,0.12096694818253866
Smirk,1,id0051,0.09574046958128517
Smirk,1,id0052,0.1033148944717762
Smirk,1,id0053,0.08023767001854128
Smirk,1,id0054,0.046127976143743414
Smirk,1,id0055,0.09497173303032402
Smirk,1,id0056,0.1229697094208299
Smirk,1,id0057,0.18567391136566425
Smirk,1,id0058,0.13053119890484974
Smirk,1,id0059,0.11541653562213161
Smirk,1,id0060,0.07893048003079688
Smirk,1,id0061,0.1259569596393059
Smirk,1,id0062,0.10467288857815837
Smirk,1,id0063,0.10755443438562179
Smirk,1,id0064,0.18326341368383017
Smirk,1,id0065,0.08466872341998155
Smirk,1,id0066,0.15562281757591
Smirk,1,id0067,0.12701200959601242
Smirk,1,id0068,0.11728575424813033
Smirk,1,id0069,0.18873511855902492
Smirk,1,id0070,0.12045394208729394
Smirk,1,id0071,0.12311213821966922
Smirk,1,id0072,0.06965800168682255
Smirk,1,id0073,0.14869934139742705
Smirk,1,id0074,0.16683346602557528
Smirk,1,id0075,0.1849689271997722
Smirk,1,id0076,0.15499941926634186
Smirk,1,id0077,0.08633562478943453
Smirk,1,id0078,0.10839944570049591
Smirk,1,id0079,0.1632339267755686
Smirk,1,id0080,0.13541850170217873
Smirk,1,id0081,0.08504031501788407
Smirk,1,id0082,0.1527435947054723
Smirk,1,id0083,0.14383213680789575
Smirk,1,id0084,0.11559877054286964
Smirk,1,id0085,0.126054906561106
Smirk,1,id0086,0.12177887047529268
Smirk,1,id0087,0.15659431093443651
Smirk,1,id0088,0.11093189869418635
Smirk,1,id0089,0.13010308058013828
Smirk,1,id0090,0.1439988916846667
Smirk,1,id0091,0.10786552982565913
Smirk,1,id0092,0.14825323175918168
Smirk,1,id0093,0.0876163744234953
Smirk,1,id0094,0.13426279693053958
Smirk,1,id0095,0.11225746993251888
Smirk,1,id0096,0.07426186491352842
Smirk,1,id0097,0.12275340785621375
Smirk,1,id0098,0.1015596461898451
Smirk,3,id0000,0.06469830705868891
Smirk,3,id0001,0.07344520871058487
Smirk,3,id0002,0.08473387205575507
Smirk,3,id0003,0.09853114557062982
Smirk,3,id0004,0.06055461621341631
Smirk,3,id0005,0.10128997801977657
Smirk,3,id0006,0.06386616698893548
Smirk,3,id0007,0.06719852539824543
Smirk,3,id0008,0.0687006990446067
Smirk,3,id0009,0.0856007332965366
Smirk,3,id0010,0.08094594167790492
Smirk,3,id0011,0.07417964438229485
Smirk,3,id0012,0.04233072754861198
Smirk,3,id0013,0.0650776396494645
Smirk,3,id0014,0.05472203234158976
Smirk,3,id0015,0.06461298329093873
Smirk,3,id0016,0.10382971060009749
Smirk,3,id0017,0.08668643337834432
Smirk,3,id0018,0.0599183953810975
Smirk,3,id0019,0.057039704240981204
Smirk,3,id0020,0.05364803039295202
Smirk,3,id0021,0.06735924125186053
Smirk,3,id0022,0.08067229629047491
Smirk,3,id0023,0.049889384145600034
Smirk,3,id0024,0.05498664356783107
Smirk,3,id0025,0.09830692120072708
Smirk,3,id0026,0.07982020699388892
Smirk,3,id0027,0.1365262822661156
Smirk,3,id0028,0.06015927741064476
Smirk,3,id0029,0.08905105576162554
Smirk,3,id0030,0.07898517164214623
Smirk,3,id0031,0.05988911798913704
Smirk,3,id0032,0.062180617061982156
Smirk,3,id0033,0.051869125839826336
Smirk,3,id0034,0.08078085625260543
Smirk,3,id0035,0.07044552360792715
Smirk,3,id0036,0.09033334813092005
Smirk,3,id0037,0.0822665002793685
Smirk,3,id0038,0.05109040931611583
Smirk,3,id0039,0.04788453007006849
Smirk,3,id0040,0.10406745581383033
Smirk,3,id0041,0.06975664793949748
Smirk,3,id0042,0.06470864637641531
Smirk,3,id0043,0.06959475765533056
Smirk,3,id0044,0.09425592760041589
Smirk,3,id0045,0.11007598422093474
Smirk,3,id0046,0.08101983239206241
Smirk,3,id0047,0.09084644279855598
Smirk,3,id0048,0.07194222849003103
Smirk,3,id0049,0.05261122438954407
Smirk,3,id0050,0.06520053008740731
Smirk,3,id0051,0.1006117155482912
Smirk,3,id0052,0.08562407452540295
Smirk,3,id0053,0.07793624925932564
Smirk,3,id0054,0.08060818345375027
Smirk,3,id0055,0.06122210633478237
Smirk,3,id0056,0.05253503887424127
Smirk,3,id0057,0.08126996150028465
Smirk,3,id0058,0.07786051828070888
Smirk,3,id0059,0.0899744742877416
Smirk,3,id0060,0.08470142276638219
Smirk,3,id0061,0.05917061671972015
Smirk,3,id0062,0.07293059081535731
Smirk,3,id0063,0.06438366545839948
Smirk,3,id0064,0.08154316635409609
Smirk,3,id0065,0.04786570313650818
Smirk,3,id0066,0.09274036667190656
Smirk,3,id0067,0.0397862382886666
Smirk,3,id0068,0.04403002590144739
Smirk,3,id0069,0.11507033101841657
Smirk,3,id0070,0.09091647444796896
Smirk,3,id0071,0.06281318455515826
Smirk,3,id0072,0.07587079602307646
Smirk,3,id0073,0.065784361204011
Smirk,3,id0074,0.05561826567042911
Smirk,3,id0075,0.08977965008436367
Smirk,3,id0076,0.07380197464043188
Smirk,3,id0077,0.09331630544482873
Smirk,3,id0078,0.08590406817192768
Smirk,3,id0079,0.07500797022182276
Smirk,3,id0080,0.05824143291212922
Smirk,3,id0081,0.07431090455984954
Smirk,3,id0082,0.08216378937486347
Smirk,3,id0083,0.08776824346357344
Smirk,3,id0084,0.05557163557050023
Smirk,3,id0085,0.07037362580822182
Smirk,3,id0086,0.04229497966089172
Smirk,3,id0087,0.11610206129675578
Smirk,3,id0088,0.07587672993032728
Smirk,3,id0089,0.08149493160022213
Smirk,3,id0090,0.050102499590185555
Smirk,3,id0091,0.07854132472111214
Smirk,3,id0092,0.058270991446079334
Smirk,3,id0093,0.058127967653731016
Smirk,3,id0094,0.06881582974921502
Smirk,3,id0095,0.07694877972984517
Smirk,3,id0096,0.06542144061901177
Smirk,3,id0097,0.08423186114532251
Smirk,3,id0098,0.09584594191150542
Smirk,5,id0000,0.05844723453573231
Smirk,5,id0001,0.05699906227918744
Smirk,5,id0002,0.04579953221010511
Smirk,5,id0003,0.06459979904964584
Smirk,5,id0004,0.02730528291631643
Smirk,5,id0005,0.045674983599212106
Smirk,5,id0006,0.04703028395032771
Smirk,5,id0007,0.047804564122256456
Smirk,5,id0008,0.03885939824235581
Smirk,5,id0009,0.06740418759414958
Smirk,5,id0010,0.05866151593757917
Smirk,5,id0011,0.0581321087465883
Smirk,5,id0012,0.05136915175956083
Smirk,5,id0013,0.0657718611313295
Smirk,5,id0014,0.060956006698838654
Smirk,5,id0015,0.04878677007658216
Smirk,5,id0016,0.06218583017502477
Smirk,5,id0017,0.08670890601235441
Smirk,5,id0018,0.05516203988672941
Smirk,5,id0019,0.04185167103129701
Smirk,5,id0020,0.05829474344094923
Smirk,5,id0021,0.047450122691864195
Smirk,5,id0022,0.05134031018988001
Smirk,5,id0023,0.055107855352969644
Smirk,5,id0024,0.06681070057208673
Smirk,5,id0025,0.05024704422492352
Smirk,5,id0026,0.0694137623437415
Smirk,5,id0027,0.06197478102314483
Smirk,5,id0028,0.07107488377933963
Smirk,5,id0029,0.04309672059527104
Smirk,5,id0030,0.03355898163877754
Smirk,5,id0031,0.05675518276389727
Smirk,5,id0032,0.04439958890950119
Smirk,5,id0033,0.05457971449919318
Smirk,5,id0034,0.08612064714522838
Smirk,5,id0035,0.049840115560355565
Smirk,5,id0036,0.024589050848385696
Smirk,5,id0037,0.048842336290708145
Smirk,5,id0038,0.04144238773526536
Smirk,5,id0039,0.0445958185397983
Smirk,5,id0040,0.05556969095005714
Smirk,5,id0041,0.04153691438305012
Smirk,5,id0042,0.06357847925318709
Smirk,5,id0043,0.06910870746432445
Smirk,5,id0044,0.08882807215232214
Smirk,5,id0045,0.05394547830458696
Smirk,5,id0046,0.058061782897745495
Smirk,5,id0047,0.05604883746113253
Smirk,5,id0048,0.049539201326946836
Smirk,5,id0049,0.04599323886655634
Smirk,5,id0050,0.05322689016726473
Smirk,5,id0051,0.05860891485058605
Smirk,5,id0052,0.07722846195062004
Smirk,5,id0053,0.05731348908236994
Smirk,5,id0054,0.05455204760794243
Smirk,5,id0055,0.05238115575446282
Smirk,5,id0056,0.05498247780016504
Smirk,5,id0057,0.05420765017675261
Smirk,5,id0058,0.044756181570627745
Smirk,5,id0059,0.04620733020709813
Smirk,5,id0060,0.0780566189117008
Smirk,5,id0061,0.054429945499069016
Smirk,5,id0062,0.04753589243251107
Smirk,5,id0063,0.06303699614360775
Smirk,5,id0064,0.07780227721788237
Smirk,5,id0065,0.05988328557045445
Smirk,5,id0066,0.04648577750561278
Smirk,5,id0067,0.045033733781708774
Smirk,5,id0068,0.035881033706718975
Smirk,5,id0069,0.042597339513283705
Smirk,5,id0070,0.06618206231436234
Smirk,5,id0071,0.05877884977679195
Smirk,5,id0072,0.052836244869379566
Smirk,5,id0073,0.05896132579276803
Smirk,5,id0074,0.04495358579841577
Smirk,5,id0075,0.05196471408584643
Smirk,5,id0076,0.04962922635784935
Smirk,5,id0077,0.06262692101579917
Smirk,5,id0078,0.07490245484397315
Smirk,5,id0079,0.03593188565491696
Smirk,5,id0080,0.0459173814065729
Smirk,5,id0081,0.04045362287564467
Smirk,5,id0082,0.04763830529476992
Smirk,5,id0083,0.05923042387967639
Smirk,5,id0084,0.045189149361525384
Smirk,5,id0085,0.06916063349263224
Smirk,5,id0086,0.05538710740564525
Smirk,5,id0087,0.042149890629694035
Smirk,5,id0088,0.06678121077048571
Smirk,5,id0089,0.04672209067440982
Smirk,5,id0090,0.05576448875031779
Smirk,5,id0091,0.04724216398495353
Smirk,5,id0092,0.060263957874291334
Smirk,5,id0093,0.02626952893201223
Smirk,5,id0094,0.05289165660016948
Smirk,5,id0095,0.048864225737039114
Smirk,5,id0096,0.05374341950152353
Smirk,5,id0097,0.0640963467071919
Smirk,5,id0098,0.03945796563407797
Smirk,10,id0000,0.036079718751599994
Smirk,10,id0001,0.03725675393096901
Smirk,10,id0002,0.0326431856331574
Smirk,10,id0003,0.05023325118211172
Smirk,10,id0004,0.04763757625141097
Smirk,10,id0005,0.02806108534918432
Smirk,10,id0006,0.04522856221129396
Smirk,10,id0007,0.04450354088986691
Smirk,10,id0008,0.024494174287087927
Smirk,10,id0009,0.03731967871652583
Smirk,10,id0010,0.0322535994487109
Smirk,10,id0011,0.038694169088037696
Smirk,10,id0012,0.03592623421440347
Smirk,10,id0013,0.036977969060096906
Smirk,10,id0014,0.059528891857151156
Smirk,10,id0015,0.0434593983325618
Smirk,10,id0016,0.03402567596742586
Smirk,10,id0017,0.04320406015315134
Smirk,10,id0018,0.042609072310343554
Smirk,10,id0019,0.03030248730453511
Smirk,10,id0020,0.0470287121648586
Smirk,10,id0021,0.03167867378065233
Smirk,10,id0022,0.06065640670524297
Smirk,10,id0023,0.03093812143399126
Smirk,10,id0024,0.040508370356620776
Smirk,10,id0025,0.04765496172991892
Smirk,10,id0026,0.039095015275602975
Smirk,10,id0027,0.03917802030522973
Smirk,10,id0028,0.05270958189164323
Smirk,10,id0029,0.06082720510055741
Smirk,10,id0030,0.04346805283583494
Smirk,10,id0031,0.047695681422572106
Smirk,10,id0032,0.03745953111535278
Smirk,10,id0033,0.027529454025943683
Smirk,10,id0034,0.04140410188295993
