method,F,subject,wbse
Smirk,1,id0000,1.0081192424540235
Smirk,1,id0001,0.21963504705299153
Smirk,1,id0002,-1.752698903540548
Smirk,1,id0003,1.81274955906331
Smirk,1,id0004,1.6098942770367461
Smirk,1,id0005,-0.2438520203735868
Smirk,1,id0006,0.29663414523196086
Smirk,1,id0007,-0.6347861962702257
Smirk,1,id0008,-0.40688017269367877
Smirk,1,id0009,-0.4596795488161104
Smirk,1,id0010,-0.8208914728408458
Smirk,1,id0011,0.3067814834008605
Smirk,1,id0012,2.509687940052114
Smirk,1,id0013,-0.5518262299423822
Smirk,1,id0014,-0.7174317438367072
Smirk,1,id0015,-0.44521688191411596
Smirk,1,id0016,1.5953614548689945
Smirk,1,id0017,-0.4845447458331686
Smirk,1,id0018,0.6842870361136298
Smirk,1,id0019,0.589983270050933
Smirk,1,id0020,0.7331576473064653
Smirk,1,id0021,-1.5203804885706822
Smirk,1,id0022,-0.4365460925525197
Smirk,1,id0023,0.20235299136754262
Smirk,1,id0024,0.15270185550679002
Smirk,1,id0025,0.994372324928435
Smirk,1,id0026,0.8262848591404409
Smirk,1,id0027,0.268935214318875
Smirk,1,id0028,0.6583524247247899
Smirk,1,id0029,-0.17464941003034026
Smirk,1,id0030,0.6015269916131584
Smirk,1,id0031,-1.3725108311867922
Smirk,1,id0032,0.3318512728223973
Smirk,1,id0033,-1.1720734828758104
Smirk,1,id0034,1.2676850576639536
Smirk,1,id0035,-2.487798248581644
Smirk,1,id0036,-0.7349988447887357
Smirk,1,id0037,-0.17661773505831874
Smirk,1,id0038,0.04734457537710624
Smirk,1,id0039,-0.16815792534240095
Smirk,1,id0040,0.6671568851057584
Smirk,1,id0041,-2.647079333903208
Smirk,1,id0042,-1.23346981185995
Smirk,1,id0043,0.26815909043793695
Smirk,1,id0044,0.8522526546536473
Smirk,1,id0045,-2.316013095405348
Smirk,1,id0046,2.0701140723479297
Smirk,1,id0047,0.7083345210937729
Smirk,1,id0048,-0.6400967556993346
Smirk,1,id0049,1.9722605241811564
Smirk,1,id0050,-0.07260404767053767
Smirk,1,id0051,0.5474409532097656
Smirk,1,id0052,0.48083799380644515
Smirk,1,id0053,1.6455892780970787
Smirk,1,id0054,3.1888075600029606
Smirk,1,id0055,1.457560822437728
Smirk,1,id0056,0.48275258152338896
Smirk,1,id0057,-2.2518161210594023
Smirk,1,id0058,0.5560926339661613
Smirk,1,id0059,-0.09664840196456678
Smirk,1,id0060,2.0802599374277344
Smirk,1,id0061,-0.26503959756431567
Smirk,1,id0062,0.687207921520075
Smirk,1,id0063,0.29554099499909564
Smirk,1,id0064,-1.3053682310230021
Smirk,1,id0065,0.817211863444588
Smirk,1,id0066,-2.4638663790009887
Smirk,1,id0067,-0.36330840496293537
Smirk,1,id0068,-0.2157082980480428
Smirk,1,id0069,-1.9498490506274262
Smirk,1,id0070,0.126326442657583
Smirk,1,id0071,-0.7326776554637641
Smirk,1,id0072,2.3604908796910644
Smirk,1,id0073,-1.291164770509241
Smirk,1,id0074,-1.8480182344518838
Smirk,1,id0075,-2.0673717668037033
Smirk,1,id0076,-1.4647089870702878
Smirk,1,id0077,0.9238111679359763
Smirk,1,id0078,0.8122510884487879
Smirk,1,id0079,-1.5836654565589467
Smirk,1,id0080,-0.5017783623927735
Smirk,1,id0081,1.9312733478761168
Smirk,1,id0082,-1.1440045024679344
Smirk,1,id0083,-1.438535107767486
Smirk,1,id0084,0.22434746642234546
Smirk,1,id0085,-0.8491941666475739
Smirk,1,id0086,0.9979879904312574
Smirk,1,id0087,-0.7694517384226212
Smirk,1,id0088,1.116511113665998
Smirk,1,id0089,0.5371357668393087
Smirk,1,id0090,-0.5374365630902436
Smirk,1,id0091,0.8748985250168091
Smirk,1,id0092,-1.8892448838498934
Smirk,1,id0093,1.2733041103885938
Smirk,1,id0094,-0.41525573523780973
Smirk,1,id0095,-0.40029752318984396
Smirk,1,id0096,2.2341121254118597
Smirk,1,id0097,0.4728021621948057
Smirk,1,id0098,1.432202055507228
Smirk,3,id0000,2.263491125091076
Smirk,3,id0001,1.032584400328954
Smirk,3,id0002,0.8604704526624377
Smirk,3,id0003,-0.10786020269493225
Smirk,3,id0004,2.5809910516077688
Smirk,3,id0005,0.35337165720009633
Smirk,3,id0006,2.561602256395654
Smirk,3,id0007,1.0182828947787348
Smirk,3,id0008,2.8444004061993975
Smirk,3,id0009,0.31276632517007846
Smirk,3,id0010,0.9195480836040475
Smirk,3,id0011,1.1858176804464362
Smirk,3,id0012,3.093341695487074
Smirk,3,id0013,1.7794533432473276
Smirk,3,id0014,3.0754296308426983
Smirk,3,id0015,1.3670626738544371
Smirk,3,id0016,1.4933649046027715
Smirk,3,id0017,0.8257094539778815
Smirk,3,id0018,1.9020616316428758
Smirk,3,id0019,1.8858622339286228
Smirk,3,id0020,2.705715257444453
Smirk,3,id0021,1.2354826206039802
Smirk,3,id0022,1.385550869589589
Smirk,3,id0023,2.197910426732187
Smirk,3,id0024,1.8563849642670776
Smirk,3,id0025,0.2507506197049264
Smirk,3,id0026,1.6033168920771768
Smirk,3,id0027,-0.38489435142107364
Smirk,3,id0028,2.33992365832163
Smirk,3,id0029,0.696512487090392
Smirk,3,id0030,2.039540024318642
Smirk,3,id0031,1.6380344175476245
Smirk,3,id0032,1.827939584518463
Smirk,3,id0033,2.0121497582037544
Smirk,3,id0034,1.8555680617628207
Smirk,3,id0035,1.3639941005791931
Smirk,3,id0036,1.1827596230464759
Smirk,3,id0037,1.0156502816293518
Smirk,3,id0038,2.21904565322548
Smirk,3,id0039,2.048739149904161
Smirk,3,id0040,1.3129281066337328
Smirk,3,id0041,1.177419062057455
Smirk,3,id0042,2.1559405311365674
Smirk,3,id0043,1.477583158269888
Smirk,3,id0044,0.8856898716022847
Smirk,3,id0045,-0.5906291760687498
Smirk,3,id0046,1.4543571170563236
Smirk,3,id0047,0.2972224658253119
Smirk,3,id0048,1.5290870928511358
Smirk,3,id0049,1.8279842035357445
Smirk,3,id0050,1.2058838751422878
Smirk,3,id0051,0.27074689152512327
Smirk,3,id0052,1.2732787716785952
Smirk,3,id0053,0.6149409942039732
Smirk,3,id0054,0.9187535383056019
Smirk,3,id0055,2.133300905978577
Smirk,3,id0056,2.2301102088676727
Smirk,3,id0057,0.5760283655160268
Smirk,3,id0058,1.286087466453853
Smirk,3,id0059,0.2900017265177943
Smirk,3,id0060,1.1975385928595503
Smirk,3,id0061,1.4257744633295741
Smirk,3,id0062,1.3966881710611132
Smirk,3,id0063,1.138320173869166
Smirk,3,id0064,2.1640401028351897
Smirk,3,id0065,1.6155316882942266
Smirk,3,id0066,0.05667843383147265
Smirk,3,id0067,2.4380858501632625
Smirk,3,id0068,2.2540144665695347
Smirk,3,id0069,-0.608316841977072
Smirk,3,id0070,0.6340334556330355
Smirk,3,id0071,1.0646588158360772
Smirk,3,id0072,1.527966614491396
Smirk,3,id0073,1.447328370268305
Smirk,3,id0074,1.873642115244182
Smirk,3,id0075,-0.030439464976537208
Smirk,3,id0076,2.6482545642923747
Smirk,3,id0077,0.4530420615140883
Smirk,3,id0078,0.872923756284146
Smirk,3,id0079,1.2344216650880566
Smirk,3,id0080,1.9564010308904995
Smirk,3,id0081,1.1007326888452675
Smirk,3,id0082,0.9921155619912878
Smirk,3,id0083,0.7199443006897102
Smirk,3,id0084,2.0975049556153684
Smirk,3,id0085,0.747863451864155
Smirk,3,id0086,2.911401810777271
Smirk,3,id0087,-0.2867670750546848
Smirk,3,id0088,2.1310082836330513
Smirk,3,id0089,1.2997388439577322
Smirk,3,id0090,3.7155711241852054
Smirk,3,id0091,1.0938087380884893
Smirk,3,id0092,2.078230782405049
Smirk,3,id0093,1.4937393574817743
Smirk,3,id0094,1.4235124824095202
Smirk,3,id0095,0.8926050473849994
Smirk,3,id0096,2.0937676035893342
Smirk,3,id0097,0.665582705130818
Smirk,3,id0098,0.5558276577707643
Smirk,5,id0000,2.2103930118591726
Smirk,5,id0001,1.6986281290381227
Smirk,5,id0002,2.0984137459550665
Smirk,5,id0003,1.3094389369805952
Smirk,5,id0004,3.2883016269049326
Smirk,5,id0005,1.7488312153552652
Smirk,5,id0006,3.171434853233109
Smirk,5,id0007,1.708930160694307
Smirk,5,id0008,3.655381197058763
Smirk,5,id0009,0.817325593770147
Smirk,5,id0010,1.550881247905059
Smirk,5,id0011,1.7930199607518837
Smirk,5,id0012,2.232562688308413
Smirk,5,id0013,1.7197506710199715
Smirk,5,id0014,2.331355074171259
Smirk,5,id0015,1.528575825990034
