metric,pair_type,count,mean,median,std,q10,q90
latent_distance,different_subject,300,0.5160267439484596,0.4977070689201355,0.1280757963841631,0.3663519203662872,0.722189873456955
latent_distance,same_subject,180,0.17123483771251308,0.1544279232621193,0.06842999087906299,0.08347167372703546,0.2677389621734618
raw_chamfer,different_subject,300,0.006785342455841551,0.004987326450645851,0.00554665219715601,0.00191393262939527,0.014660351630300257
raw_chamfer,same_subject,180,0.003193389573263783,0.0011566616012714,0.003793022450058518,0.00034194517938878,0.00929508395493023
rigid_registered_chamfer,different_subject,300,0.008039308401833551,0.0044328477233648005,0.02211078588539067,0.00163873623823738,0.014142712764441923
rigid_registered_chamfer,same_subject,180,0.0027795903640151966,0.00076718296622855,0.0038444127045378896,0.00023922976979517003,0.00837039332836861
nicp_correspondence,different_subject,300,0.10377745562783734,0.09873268812352555,0.026169925649957494,0.08465401085841663,0.12329781188039184
nicp_correspondence,same_subject,180,0.09229228770886332,0.08760664523325605,0.014624914242440633,0.07779131340947659,0.11525388881120854
