scenario,pair_index,pair_type,subject_a,topology_a,sample_name_a,subject_b,topology_b,sample_name_b,gt_distance,latent_distance,raw_chamfer,rigid_registered_chamfer,nicp_correspondence,cpd_registered_chamfer
mixed,0,same_subject,id0478,crop,id0478_GTready_crop,id0478,down8k,id0478_GTready_down8k,0.0,0.26157286763191223,0.006881216540932655,0.003998227417469025,0.11608469560800588,nan
mixed,1,same_subject,id0478,crop,id0478_GTready_crop,id0478,noisy,id0478_GTready_noisy,0.0,0.23521049320697784,0.002264800015836954,0.0019266072195023298,0.09090700976024557,nan
mixed,2,same_subject,id0478,crop,id0478_GTready_crop,id0478,original,id0478_GTready_original,0.0,0.1984330117702484,0.0025183605030179024,0.002134844660758972,0.11104515916164685,nan
mixed,3,same_subject,id0478,crop,id0478_GTready_crop,id0478,remesh,id0478_GTready_remesh,0.0,0.2575454115867615,0.002900667255744338,0.0015813836362212896,0.09734390439850327,nan
mixed,4,same_subject,id0478,crop,id0478_GTready_crop,id0478,up60k,id0478_GTready_up60k,0.0,0.2553311884403229,0.0037431889213621616,0.003366653574630618,0.1094031265789574,nan
mixed,5,same_subject,id0478,down8k,id0478_GTready_down8k,id0478,noisy,id0478_GTready_noisy,0.0,0.20684176683425903,0.0012381647247821093,0.0008947711903601885,0.08898648782990803,nan
mixed,6,same_subject,id0478,down8k,id0478_GTready_down8k,id0478,original,id0478_GTready_original,0.0,0.1686939001083374,0.001145137706771493,0.0020452148746699095,0.10057134801266707,nan
mixed,7,same_subject,id0478,down8k,id0478_GTready_down8k,id0478,remesh,id0478_GTready_remesh,0.0,0.16635240614414215,0.0014544064179062843,0.0011860774829983711,0.0913841708889577,nan
mixed,8,same_subject,id0478,down8k,id0478_GTready_down8k,id0478,up60k,id0478_GTready_up60k,0.0,0.16118407249450684,0.0006586062954738736,0.0009109389502555132,0.09576653783878629,nan
mixed,9,same_subject,id0478,noisy,id0478_GTready_noisy,id0478,original,id0478_GTready_original,0.0,0.15256574749946594,0.0003969379176851362,0.00042557070264592767,0.08886910774244838,nan
mixed,10,same_subject,id0478,noisy,id0478_GTready_noisy,id0478,remesh,id0478_GTready_remesh,0.0,0.18973426520824432,0.0006356197409331799,0.0006576800951734185,0.09016639910328841,nan
mixed,11,same_subject,id0478,noisy,id0478_GTready_noisy,id0478,up60k,id0478_GTready_up60k,0.0,0.18079566955566406,0.00045670272083953023,0.0003892734239343554,0.08423583756434785,nan
mixed,12,same_subject,id0478,original,id0478_GTready_original,id0478,remesh,id0478_GTready_remesh,0.0,0.14554816484451294,0.0005778219783678651,0.0005450872704386711,0.08940786240391015,nan
mixed,13,same_subject,id0478,original,id0478_GTready_original,id0478,up60k,id0478_GTready_up60k,0.0,0.1423288881778717,0.00042140716686844826,0.0005842953687533736,0.09707921040867887,nan
mixed,14,same_subject,id0478,remesh,id0478_GTready_remesh,id0478,up60k,id0478_GTready_up60k,0.0,0.1003764346241951,0.0004966509295627475,0.0005533807561732829,0.09181037449028308,nan
mixed,15,same_subject,id0485,crop,id0485_GTready_crop,id0485,down8k,id0485_GTready_down8k,0.0,0.24111083149909973,0.006568459793925285,0.006806999444961548,0.12567997866406455,nan
mixed,16,same_subject,id0485,crop,id0485_GTready_crop,id0485,noisy,id0485_GTready_noisy,0.0,0.20691734552383423,0.0031430162489414215,0.002743327524513006,0.11189888871253664,nan
mixed,17,same_subject,id0485,crop,id0485_GTready_crop,id0485,original,id0485_GTready_original,0.0,0.21145474910736084,0.0029993788339197636,0.0027375274803489447,0.10322489408550553,nan
mixed,18,same_subject,id0485,crop,id0485_GTready_crop,id0485,remesh,id0485_GTready_remesh,0.0,0.2481030821800232,0.003325612284243107,0.002628300106152892,0.1092985320620302,nan
mixed,19,same_subject,id0485,crop,id0485_GTready_crop,id0485,up60k,id0485_GTready_up60k,0.0,0.24617213010787964,0.003945424687117338,0.004946297034621239,0.11768208319912343,nan
mixed,20,same_subject,id0485,down8k,id0485_GTready_down8k,id0485,noisy,id0485_GTready_noisy,0.0,0.13040722906589508,0.0008168466156348586,0.0008122127037495375,0.08666609935855736,nan
