scenario,reference_metric,jitter_sigma,rotation_sigma,translation_sigma,rotation_angle_max_deg,translation_axis_std,latent_spearman,chamfer_spearman,delta_spearman,latent_pearson,chamfer_pearson,delta_pearson,model_beats_chamfer,n_subjects,n_samples,n_pairs,n_mesh_pairs,n_subject_pairs
clean,gt_vertex_mean_l2,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000,0.531864,0.639175,-0.107311,0.527528,0.633116,-0.105588,0,110,110,5995,5995,5995
jitter,gt_vertex_mean_l2,5.000000e-02,0.000000e+00,0.000000e+00,0.000000,0.000000,0.492245,0.647659,-0.155414,0.501052,0.635451,-0.134399,0,110,110,5995,5995,5995
translation,gt_vertex_mean_l2,0.000000e+00,0.000000e+00,5.000000e-02,0.000000,0.004500,0.522663,0.633143,-0.110481,0.518774,0.627198,-0.108424,0,110,110,5995,5995,5995
rotation,gt_vertex_mean_l2,0.000000e+00,5.000000e-02,0.000000e+00,2.000000,0.000000,0.501169,0.630175,-0.129006,0.500988,0.629645,-0.128657,0,110,110,5995,5995,5995
mixed,gt_vertex_mean_l2,5.000000e-02,5.000000e-02,5.000000e-02,2.000000,0.004500,0.476996,0.627053,-0.150057,0.486990,0.626425,-0.139435,0,110,110,5995,5995,5995
