scenario,reference_metric,jitter_sigma,rotation_sigma,translation_sigma,rotation_angle_max_deg,translation_axis_std,latent_spearman,chamfer_spearman,delta_spearman,latent_pearson,chamfer_pearson,delta_pearson,model_beats_chamfer,n_subjects,n_samples,n_pairs,n_mesh_pairs,n_subject_pairs
clean,gt_vertex_mean_l2,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000,0.590712,0.514582,0.076130,0.616718,0.549931,0.066787,1,35,70,595,1190,595
jitter,gt_vertex_mean_l2,1.000000e-01,0.000000e+00,0.000000e+00,0.000000,0.000000,0.481986,0.592527,-0.110541,0.524546,0.633615,-0.109069,0,35,70,595,1190,595
